SAT_AVG,UG25ABV,PCTPELL,PCTPELL_DCS,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,RET_FT4,MD_EARN_WNE_INC1_P10,MD_EARN_WNE_INC3_P10,C150_4
1090.0,0.0881,0.3834,0.3895,19800.0,19800.0,30059.0,0.7021,36460.0,52914.0,0.8154
1090.0,0.0547,0.3724,0.4831,18740.0,18740.0,29489.0,0.88,46692.0,47221.0,0.5484
1480.0,0.0017,0.1739,0.1774,61480.0,61480.0,75698.0,0.9321,60908.0,64420.0,0.8838
1197.0,0.0399,0.1915,0.1935,10133.0,26617.0,21932.0,0.857,58795.0,67621.0,0.7445
1003.0,0.0907,0.5026,0.5341,34700.0,34700.0,46894.0,0.5447,42271.0,58793.0,0.297
1222.0,0.0583,0.1868,0.1904,10353.0,32316.0,26358.0,0.8864,55748.0,70872.0,0.7369
1241.0,0.004,0.176,0.1773,48160.0,48160.0,61175.0,0.8115,49580.0,62852.0,0.7423
1121.0,0.0729,0.2601,0.265,9411.0,20565.0,20969.0,0.8257,52950.0,56719.0,0.6384
1153.0,0.0835,0.2657,0.2667,34570.0,34570.0,48547.0,0.7907,51584.0,64498.0,0.6402
1410.0,0.1024,0.3575,0.3575,45108.0,45108.0,57690.0,0.7832,59287.0,60188.0,0.6667
1065.0,0.6462,0.3438,0.3718,33639.0,33639.0,48044.0,0.5682,44944.0,65763.0,0.4206
1113.0,0.0079,0.2289,0.2306,49190.0,49190.0,59828.0,0.7046,50651.0,59645.0,0.6719
971.0,0.1871,0.4663,0.4806,27800.0,27800.0,39936.0,0.6238,40488.0,58111.0,0.2987
1050.0,0.1632,0.226,0.2894,32320.0,32320.0,47258.0,0.7972,55954.0,70343.0,0.479
1220.0,0.0195,0.1585,0.1683,33720.0,33720.0,51009.0,0.7678,53294.0,52300.0,0.6764
1010.0,0.0231,0.4437,0.4732,31305.0,31305.0,50636.0,0.4727,48092.0,49797.0,0.2947
1082.0,0.0351,0.3306,0.3306,32090.0,32090.0,46600.0,0.75,42842.0,56559.0,0.5248
1112.0,0.1602,0.3555,0.4308,31812.0,31812.0,43844.0,0.6192,42772.0,58157.0,0.454
1192.0,0.0796,0.1944,0.2021,11167.0,28035.0,24888.0,0.8469,57567.0,65256.0,0.6728
1090.0,0.1299,0.3842,0.3953,17914.0,17914.0,32545.0,0.5714,48125.0,51225.0,0.5333
1048.0,0.2092,0.3126,0.3631,34832.0,34832.0,51534.0,0.6316,53046.0,69327.0,0.419
993.0,0.0788,0.3931,0.3931,33380.0,33380.0,50165.0,0.5681,46525.0,66397.0,0.2849
1090.0,0.1033,0.2954,0.3138,7970.0,19654.0,19841.0,0.7491,44319.0,56699.0,0.5553
1026.0,0.4613,0.3823,0.3886,36650.0,36650.0,51374.0,0.4901,52465.0,55958.0,0.3846
1076.0,0.1224,0.3557,0.4073,30000.0,30000.0,42886.0,0.5922,43661.0,53377.0,0.3672
1118.0,0.2262,0.3007,0.3476,8866.0,18226.0,20964.0,0.6602,47493.0,54258.0,0.5159
980.0,0.0212,0.571,0.5983,14250.0,14250.0,27810.0,0.5468,38502.0,45013.0,0.4048
1191.0,0.0631,0.2376,0.2431,46030.0,46030.0,58078.0,0.8105,63066.0,64668.0,0.5972
1366.0,0.0008,0.2167,0.2175,48070.0,48070.0,60700.0,0.8886,55707.0,73526.0,0.8675
1049.0,0.3578,0.4885,0.5488,9875.0,9875.0,24278.0,0.7012,39961.0,48629.0,0.4425
1051.0,1.0,0.3815,0.4054,9844.0,20222.0,21228.0,0.7698,40640.0,54004.0,0.4924
1053.0,0.0752,0.4476,0.4618,31300.0,31300.0,41058.0,0.5707,43197.0,56461.0,0.4845
1189.0,0.0658,0.2118,0.2172,12859.0,32276.0,30635.0,0.8454,53037.0,64887.0,0.6877
959.0,0.0415,0.4,0.469,23700.0,23700.0,37121.0,0.462,38160.0,49207.0,0.3072
1153.0,0.1444,0.2914,0.3298,12520.0,28866.0,29595.0,0.7827,49052.0,58573.0,0.6216
1113.0,0.2718,0.4869,0.4923,25050.0,25050.0,40723.0,0.7354,38238.0,58944.0,0.4341
1109.0,0.0959,0.3149,0.3534,9432.0,18888.0,21641.0,0.7744,40053.0,52623.0,0.5846
1123.0,0.1763,0.2609,0.3146,10592.0,20848.0,18899.0,0.7747,45945.0,54238.0,0.5005
1013.0,0.2641,0.3843,0.4305,27300.0,27300.0,42917.0,0.7087,42741.0,62212.0,0.4467
1250.0,0.0041,0.2588,0.2588,43670.0,43670.0,57015.0,0.7825,44956.0,61827.0,0.6901
980.0,0.1407,0.4987,0.4987,30946.0,30946.0,41450.0,0.5926,39183.0,48715.0,0.3308
1188.0,0.0096,0.369,0.369,38820.0,38820.0,57199.0,0.6412,42092.0,62156.0,0.6
1082.0,0.079,0.6764,0.6775,20224.0,20224.0,33520.0,0.7055,37522.0,47595.0,0.4803
938.0,0.1405,0.7487,0.7487,7683.0,16706.0,24264.0,0.7177,38731.0,47927.0,0.3688
1019.0,0.3872,0.3697,0.4391,7050.0,14650.0,14892.0,0.6667,37156.0,50389.0,0.3147
1221.0,0.0411,0.2482,0.2747,11954.0,28631.0,33322.0,0.8357,56994.0,65105.0,0.6985
1091.0,0.2874,0.3738,0.4217,7327.0,20481.0,18196.0,0.651,44168.0,50371.0,0.3254
1085.0,0.0709,0.4171,0.4603,19720.0,19720.0,28160.0,0.5538,47089.0,57267.0,0.3629
1190.0,0.0368,0.2004,0.2588,10065.0,16806.0,23390.0,0.8094,47366.0,60474.0,0.5986
1089.0,0.1376,0.3094,0.3485,8440.0,9940.0,20355.0,0.6854,41062.0,52605.0,0.4648
1088.0,0.1991,0.3891,0.4497,9172.0,14008.0,22232.0,0.6053,46627.0,47745.0,0.3824
1088.0,0.1345,0.3501,0.3762,8156.0,9249.0,20961.0,0.7492,42555.0,48407.0,0.4557
1132.0,0.129,0.3479,0.4355,9082.0,21182.0,22653.0,0.7272,43505.0,54901.0,0.5075
1089.0,0.2466,0.3674,0.4682,8672.0,19460.0,23950.0,0.6115,43900.0,53037.0,0.4636
1120.0,0.3654,0.3107,0.3305,15012.0,15012.0,25871.0,0.8169,57760.0,61544.0,0.4286
940.0,0.0993,0.6337,0.712,9940.0,17198.0,24483.0,0.5932,40191.0,56879.0,0.3035
1443.0,0.0466,0.0916,0.0944,62844.0,62844.0,80932.0,0.9314,49826.0,77172.0,0.8744
1103.0,0.0156,0.5169,0.5228,26863.0,26863.0,38603.0,0.6819,47748.0,58212.0,0.5053
1501.0,0.0044,0.1406,0.1406,63520.0,63520.0,78665.0,0.928,72664.0,90937.0,0.8804
1202.0,0.0911,0.2427,0.2675,12136.0,33736.0,25586.0,0.7509,42405.0,54147.0,0.5527
1109.0,0.2164,0.2799,0.3571,10120.0,24736.0,21010.0,0.6736,45493.0,59383.0,0.4172
980.0,0.5832,0.4349,0.4421,9506.0,22956.0,25573.0,0.6,54101.0,71957.0,0.3333
910.0,0.1671,0.5041,0.5137,8748.0,19470.0,23671.0,0.7252,51763.0,60535.0,0.4019
1258.0,0.0227,0.2933,0.2972,49220.0,49220.0,65729.0,0.7719,51694.0,50435.0,0.5831
1295.0,0.125,0.2968,0.2992,12606.0,29370.0,27183.0,0.859,67391.0,72584.0,0.7034
1461.0,0.0553,0.1833,0.1866,11233.0,39469.0,26781.0,0.948,80964.0,84850.0,0.8927
971.0,0.111,0.5435,0.544,8008.0,18479.0,24726.0,0.7356,49948.0,52662.0,0.4559
1261.0,0.0369,0.2008,0.2024,15184.0,31260.0,30421.0,0.8241,57794.0,61162.0,0.7066
1378.0,0.0338,0.1903,0.1903,37260.0,37260.0,51458.0,0.7929,39402.0,52908.0,0.7717
1138.0,0.1091,0.325,0.3267,10818.0,26820.0,25928.0,0.8173,59959.0,67171.0,0.6976
1513.0,0.0142,0.2363,0.2363,64100.0,64100.0,80060.0,0.9533,72762.0,79098.0,0.9193
1434.0,0.0023,0.1498,0.1524,54944.0,54944.0,76360.0,0.9492,101354.0,135315.0,0.9267
1346.0,0.0065,0.1329,0.1343,56500.0,56500.0,74902.0,0.9078,118773.0,125241.0,0.8798
1500.0,0.0165,0.1267,0.1275,64176.0,64176.0,80560.0,0.9491,99351.0,105625.0,0.9092
1454.0,0.0307,0.1721,0.1793,62360.0,62360.0,79463.0,0.9397,82963.0,84188.0,0.8896
1473.0,0.0036,0.1571,0.1577,62322.0,62322.0,79342.0,0.9159,74275.0,79861.0,0.8734
1110.0,0.1459,0.3146,0.3234,11051.0,17191.0,24818.0,0.7506,54795.0,58342.0,0.5606
1373.0,0.0139,0.2133,0.2144,52352.0,52352.0,61716.0,0.8752,64128.0,67133.0,0.7616
1035.0,0.1199,0.3659,0.3666,27990.0,27990.0,39617.0,0.6701,51463.0,63979.0,0.494
1373.0,0.0143,0.1511,0.1512,53232.0,53232.0,75777.0,0.8771,53927.0,63658.0,0.7716
1124.0,0.2087,0.329,0.3478,10921.0,17001.0,22864.0,0.7209,50129.0,58958.0,0.5639
1105.0,0.1419,0.357,0.3779,11380.0,17460.0,26377.0,0.7096,47938.0,50807.0,0.5461
1553.0,0.1923,0.1341,0.1619,57261.0,57261.0,81292.0,0.9769,91660.0,118083.0,0.9777
1361.0,0.0003,0.1585,0.1597,58360.0,58360.0,74286.0,0.9475,70606.0,101085.0,0.9111
1149.0,0.03,0.3182,0.3199,42630.0,42630.0,61057.0,0.769,39313.0,54022.0,0.6087
1255.0,0.2027,0.276,0.2834,16182.0,34550.0,27701.0,0.8392,53430.0,76381.0,0.7111
1376.0,0.0639,0.208,0.2105,16952.0,38171.0,32355.0,0.9035,69151.0,74369.0,0.8305
1198.0,0.1882,0.4248,0.4362,15132.0,36105.0,28946.0,0.7248,64423.0,64007.0,0.5101
1232.0,0.2028,0.277,0.2773,37230.0,37230.0,56414.0,0.6981,118037.0,127718.0,0.6146
1432.0,0.0302,0.2068,0.2073,58498.0,58498.0,75051.0,0.903,59391.0,56778.0,0.8257
1505.0,0.0067,0.1253,0.1261,60192.0,60192.0,78153.0,0.972,79067.0,96778.0,0.9124
1297.0,0.0847,0.3021,0.3024,44350.0,44350.0,60828.0,0.8065,63151.0,62255.0,0.7445
1455.0,0.0304,0.1836,0.1836,58768.0,58768.0,78438.0,0.9083,63587.0,59826.0,0.8853
1216.0,0.0097,0.2239,0.2242,41694.0,41694.0,56240.0,0.8323,39639.0,61344.0,0.7301
1149.0,0.1612,0.3686,0.3827,14854.0,30992.0,29342.0,0.6664,66465.0,74444.0,0.5458
1204.0,0.0502,0.2666,0.2692,43332.0,43332.0,59927.0,0.7646,65610.0,73205.0,0.6036
1513.0,0.0099,0.1209,0.1218,65222.0,65222.0,81614.0,0.9605,72336.0,89245.0,0.9371
1500.0,0.0134,0.2247,0.2321,61920.0,61920.0,81090.0,0.9502,81855.0,86103.0,0.9017
1215.0,0.0664,0.2471,0.253,38760.0,38760.0,55835.0,0.8208,75423.0,83310.0,0.6876
1194.0,0.0304,0.2418,0.2422,44500.0,44500.0,54933.0,0.7791,71418.0,82257.0,0.6745
1346.0,0.0035,0.214,0.2158,60230.0,60230.0,74460.0,0.8065,66167.0,68842.0,0.7973
1135.0,0.1375,0.2933,0.3187,10786.0,16866.0,20795.0,0.746,53534.0,61888.0,0.5885
1050.0,0.0122,0.3087,0.3201,39596.0,39596.0,56391.0,0.6714,47238.0,61381.0,0.5061
1184.0,0.1097,0.2404,0.2523,32734.0,32734.0,42774.0,0.8208,44882.0,63943.0,0.7079
1100.0,0.0816,0.2399,0.2592,37280.0,37280.0,47228.0,0.7721,41999.0,55527.0,0.6115
1263.0,0.0437,0.1551,0.1606,38620.0,38620.0,52094.0,0.8638,57852.0,62359.0,0.7696
1104.0,0.126,0.3095,0.3121,13650.0,13650.0,26077.0,0.7182,50264.0,60067.0,0.6172
1050.0,0.0671,0.2469,0.2757,32982.0,32982.0,47701.0,0.6814,45988.0,64503.0,0.5176
1090.0,0.0852,0.2722,0.3338,31058.0,31058.0,39217.0,0.8453,63640.0,81050.0,0.7294
1056.0,0.2258,0.3733,0.385,16410.0,16410.0,26085.0,0.6588,47724.0,55710.0,0.4542
1032.0,0.1791,0.343,0.36,13076.0,13076.0,25135.0,0.7719,47260.0,61281.0,0.4936
1266.0,0.0277,0.1801,0.1825,44380.0,44380.0,58080.0,0.8721,84938.0,99499.0,0.6934
1213.0,0.0118,0.164,0.1682,38370.0,38370.0,49892.0,0.8921,56732.0,61929.0,0.8028
1264.0,0.0056,0.2395,0.2395,56562.0,56562.0,68832.0,0.8639,67501.0,66827.0,0.7977
1097.0,0.1038,0.3019,0.3434,13728.0,13728.0,25607.0,0.7244,41601.0,56031.0,0.5106
1273.0,0.0219,0.2164,0.2173,15372.0,41958.0,29204.0,0.8905,60132.0,72723.0,0.8157
1245.0,0.0299,0.1923,0.1949,17614.0,39574.0,31297.0,0.8502,67391.0,85147.0,0.6776
1156.0,0.157,0.4135,0.4244,14320.0,29584.0,22327.0,0.8184,55823.0,65414.0,0.56
1071.0,0.3025,0.358,0.4087,13242.0,25506.0,23278.0,0.7664,47241.0,62069.0,0.4645
1140.0,0.1597,0.3022,0.3074,14476.0,23730.0,23669.0,0.7517,57096.0,61272.0,0.5764
1073.0,0.1137,0.3395,0.3461,11565.0,27164.0,22866.0,0.724,46830.0,57609.0,0.4996
1147.0,0.1605,0.4398,0.448,14675.0,31364.0,25942.0,0.837,49271.0,60405.0,0.6031
1105.0,0.101,0.2597,0.2652,14623.0,18254.0,27150.0,0.7652,46942.0,58656.0,0.5507
1090.0,0.2654,0.282,0.3116,10130.0,10130.0,21940.0,0.7124,47115.0,58494.0,0.4994
1190.0,0.1097,0.2023,0.236,41270.0,41270.0,54444.0,0.8263,56370.0,67555.0,0.7469
1486.0,0.0024,0.1399,0.1424,62634.0,62634.0,78315.0,0.955,69584.0,78829.0,0.9065
1220.0,0.0096,0.1965,0.1987,28916.0,28916.0,40870.0,0.8372,56936.0,60288.0,0.6943
1194.0,0.1635,0.234,0.2527,17420.0,17420.0,28613.0,0.8609,50759.0,48931.0,0.7436
1320.0,0.0036,0.2421,0.2425,53030.0,53030.0,63088.0,0.8603,53007.0,71248.0,0.7579
1152.0,0.0457,0.3957,0.4024,46616.0,46616.0,55979.0,0.7495,56370.0,65325.0,0.6905
1430.0,0.0009,0.1836,0.1843,62500.0,62500.0,76357.0,0.9118,66615.0,64348.0,0.8792
1090.0,0.1152,0.2231,0.2447,9444.0,18814.0,21824.0,0.7607,53431.0,60479.0,0.5258
1355.0,0.0655,0.1755,0.2067,15859.0,35099.0,27446.0,0.9016,63838.0,72671.0,0.8436
1220.0,0.0322,0.1898,0.2119,14126.0,19516.0,25901.0,0.7724,58423.0,65597.0,0.6223
1090.0,0.185,0.2771,0.2946,10236.0,19072.0,23306.0,0.7162,50440.0,53011.0,0.5544
1186.0,0.0045,0.2075,0.2085,52108.0,52108.0,64561.0,0.8895,55566.0,66692.0,0.7833
1093.0,0.1476,0.2298,0.3393,10117.0,20001.0,20529.0,0.6909,51016.0,59464.0,0.4437
1144.0,0.0059,0.2022,0.2033,52164.0,52164.0,64251.0,0.8561,70690.0,79918.0,0.757
1377.0,0.0044,0.2001,0.2021,54650.0,54650.0,66570.0,0.9007,60432.0,69022.0,0.8479
1220.0,0.2407,0.2389,0.2462,39410.0,39410.0,52561.0,0.7881,60576.0,69696.0,0.6719
1290.0,0.0286,0.1841,0.1849,50366.0,50366.0,62028.0,0.8562,69948.0,75608.0,0.796
1127.0,0.3164,0.3764,0.3822,47870.0,47870.0,56312.0,0.8322,55521.0,64832.0,0.6388
1121.0,0.1023,0.2484,0.2545,10492.0,17224.0,22640.0,0.7604,57704.0,60797.0,0.6047
1019.0,0.1157,0.7172,0.7341,8549.0,8549.0,24062.0,0.8059,33201.0,52246.0,0.4733
1059.0,0.4498,0.441,0.4632,28375.0,28375.0,36866.0,0.672,41796.0,55594.0,0.4558
1089.0,0.0647,0.2818,0.4341,19280.0,19280.0,29461.0,0.6454,39212.0,44220.0,0.3945
1055.0,0.1362,0.4008,0.4767,8605.0,8605.0,21506.0,0.64,37208.0,52342.0,0.4636
1022.0,0.2324,0.6509,0.654,8445.0,9445.0,24120.0,0.7742,37362.0,45251.0,0.3482
1223.0,0.0158,0.3443,0.3443,43815.0,43815.0,59877.0,0.8333,49308.0,58371.0,0.5675
1199.0,0.0565,0.2409,0.2423,9220.0,26440.0,26788.0,0.893,44218.0,63211.0,0.6779
1050.0,0.2231,0.4252,0.5049,7866.0,7866.0,21008.0,0.7333,40765.0,66562.0,0.3702
870.0,0.1453,0.5228,0.6829,7414.0,7414.0,21606.0,0.6213,30239.0,46180.0,0.2577
1190.0,0.0896,0.2763,0.3107,21098.0,21098.0,37689.0,0.7737,41268.0,54725.0,0.6228
1215.0,0.0821,0.2977,0.2993,9398.0,25444.0,26353.0,0.8055,44732.0,59010.0,0.631
1150.0,0.187,0.4662,0.4704,9450.0,11450.0,24425.0,0.6963,40043.0,50839.0,0.5168
1188.0,0.2511,0.2889,0.4918,14685.0,14685.0,28491.0,0.7852,39254.0,51038.0,0.4167
1090.0,0.1885,0.5068,0.5068,22390.0,22390.0,31540.0,0.788,47790.0,62880.0,0.5099
1045.0,0.0323,0.3881,0.3881,27140.0,27140.0,42845.0,0.6726,44021.0,61633.0,0.5187
1120.0,0.0341,0.3641,0.381,29195.0,29195.0,42218.0,0.6488,45815.0,49736.0,0.4831
1221.0,0.0349,0.287,0.2881,33830.0,33830.0,45553.0,0.7813,33971.0,58773.0,0.6359
1042.0,0.2006,0.3023,0.3775,25600.0,25600.0,37045.0,0.5784,42960.0,48487.0,0.3867
1177.0,0.2165,0.2916,0.2929,19300.0,19300.0,32719.0,0.7719,47093.0,57046.0,0.5423
1147.0,0.0814,0.1367,0.3669,33316.0,33316.0,43860.0,0.6681,42456.0,55481.0,0.4071
1089.0,0.1951,0.3837,0.4534,8026.0,16052.0,16972.0,0.6205,39966.0,45385.0,0.3561
1000.0,0.0712,0.309,0.371,22450.0,22450.0,35869.0,0.4077,38137.0,51095.0,0.2294
1249.0,0.0411,0.2086,0.214,11981.0,31970.0,28417.0,0.8859,59124.0,66668.0,0.753
1231.0,0.1229,0.2403,0.3802,11287.0,27760.0,23450.0,0.7713,55467.0,65072.0,0.5538
1320.0,0.0423,0.2107,0.2117,11365.0,29809.0,24736.0,0.8598,79065.0,84817.0,0.6167
1146.0,0.1738,0.1849,0.3993,11693.0,29960.0,24160.0,0.75,48839.0,57246.0,0.5158
1246.0,0.0147,0.1607,0.1884,9014.0,17036.0,22335.0,0.8073,55405.0,58538.0,0.7102
1089.0,0.0597,0.2838,0.3164,9502.0,15569.0,21375.0,0.7956,42541.0,53084.0,0.5394
1220.0,0.1091,0.2075,0.2892,41701.0,41701.0,54739.0,0.7643,59664.0,71962.0,0.7711
1340.0,0.0889,0.1804,0.2168,50644.0,50644.0,65627.0,0.8662,57224.0,77611.0,0.8123
1161.0,0.0118,0.3294,0.3294,31280.0,31280.0,52232.0,0.7013,131906.0,138841.0,0.7333
1081.0,0.1718,0.3713,0.4588,27038.0,27038.0,36941.0,0.6691,38004.0,52791.0,0.4313
1124.0,0.1565,0.4383,0.4427,25586.0,25586.0,41891.0,0.6263,34339.0,54360.0,0.4563
1147.0,0.0896,0.2242,0.2969,8604.0,17144.0,23168.0,0.7589,44943.0,54682.0,0.5822
1525.0,0.0708,0.1491,0.1553,60590.0,60590.0,81620.0,0.9599,74228.0,88237.0,0.9369
1153.0,0.2455,0.2877,0.2901,29840.0,29840.0,44148.0,0.7872,49298.0,50007.0,0.5866
1049.0,0.0214,0.4343,0.4349,33144.0,33144.0,48486.0,0.6449,41887.0,58952.0,0.6356
1146.0,0.0796,0.2644,0.2644,19610.0,19610.0,33470.0,0.7477,55558.0,62519.0,0.6224
1108.0,0.0592,0.1949,0.1962,39028.0,39028.0,52132.0,0.7821,57368.0,62619.0,0.7012
1010.0,0.4361,0.3008,0.3008,27606.0,27606.0,41079.0,0.6667,42834.0,57133.0,0.4105
1131.0,0.1547,0.2205,0.2215,7580.0,23210.0,21971.0,0.7196,42812.0,72282.0,0.5659
1158.0,0.0992,0.1814,0.1854,7727.0,29604.0,22506.0,0.7521,49569.0,58227.0,0.5682
1054.0,0.0661,0.3048,0.3086,32252.0,32252.0,42532.0,0.6575,50524.0,56373.0,0.4583
1116.0,0.0059,0.1169,0.2502,37720.0,37720.0,49230.0,0.7166,48505.0,55648.0,0.5906
1344.0,0.0415,0.0685,0.0689,45590.0,45590.0,59663.0,0.9183,71816.0,76145.0,0.7847
1119.0,0.1312,0.3463,0.3574,7984.0,13786.0,23925.0,0.7429,46799.0,54801.0,0.5412
1087.0,0.0535,0.2912,0.3225,38300.0,38300.0,49366.0,0.6891,50190.0,55173.0,0.4375
1120.0,0.195,0.3111,0.3159,8136.0,21718.0,19830.0,0.7373,50287.0,57726.0,0.4919
1201.0,0.0703,0.2808,0.2841,39868.0,39868.0,51208.0,0.7531,51487.0,61186.0,0.5905
1192.0,0.0473,0.2229,0.2241,9872.0,26984.0,24612.0,0.815,51022.0,62075.0,0.6494
1082.0,0.1328,0.3285,0.3814,27170.0,27170.0,38874.0,0.6792,51989.0,57778.0,0.5613
1021.0,0.069,0.4543,0.4554,20900.0,20900.0,31500.0,0.6455,37141.0,45647.0,0.433
1539.0,0.0068,0.1596,0.1604,62658.0,62658.0,81501.0,0.9803,90649.0,114226.0,0.9471
1217.0,0.0218,0.1862,0.1881,19024.0,37934.0,34090.0,0.8575,65012.0,69223.0,0.7788
1218.0,0.0041,0.1131,0.1132,45340.0,45340.0,63187.0,0.8938,54883.0,76537.0,0.853
1037.0,0.2721,0.5043,0.5297,36410.0,36410.0,48466.0,0.6984,47400.0,80864.0,0.5158
1115.0,0.1371,0.3176,0.3896,35516.0,35516.0,47556.0,0.7222,46600.0,57228.0,0.5385
1197.0,0.1056,0.3136,0.3177,14952.0,24345.0,32251.0,0.8459,53739.0,63504.0,0.6815
1016.0,0.2111,0.4738,0.4867,12972.0,20364.0,24102.0,0.7443,53107.0,60814.0,0.5127
1203.0,0.0319,0.3002,0.3019,43216.0,43216.0,58567.0,0.7925,64337.0,70546.0,0.6817
1325.0,0.1361,0.3763,0.4126,18512.0,34972.0,31357.0,0.8899,85967.0,83639.0,0.7371
1546.0,0.0083,0.1941,0.1973,57410.0,57410.0,78490.0,0.9705,109822.0,112815.0,0.9732
1214.0,0.103,0.2643,0.2799,15363.0,25373.0,28769.0,0.8376,58795.0,72018.0,0.6953
1214.0,0.0667,0.3375,0.3478,37200.0,37200.0,52777.0,0.7685,58460.0,63559.0,0.6655
1168.0,0.2564,0.4808,0.4919,16112.0,33812.0,29550.0,0.7856,68387.0,78840.0,0.6478
1374.0,0.0582,0.2809,0.2835,16263.0,33963.0,31851.0,0.9157,68387.0,78840.0,0.8446
