ACTCMMID,COSTT4_A,RET_FT4,MD_EARN_WNE_INC1_P10,SAT_AVG,TUITIONFEE_IN,OPENADMP,UG25ABV,PCTPELL,PCTPELL_DCS,C150_4
25.0,21932.0,0.857,58795.0,1197.0,10133.0,2.0,0.0399,0.1915,0.1935,0.7445
18.0,46894.0,0.5447,42271.0,1003.0,34700.0,2.0,0.0907,0.5026,0.5341,0.297
26.0,26358.0,0.8864,55748.0,1222.0,10353.0,2.0,0.0583,0.1868,0.1904,0.7369
26.0,61175.0,0.8115,49580.0,1241.0,48160.0,2.0,0.004,0.176,0.1773,0.7423
20.0,31905.0,0.6667,60614.0,1178.5,16632.0,2.0,0.5268,0.3256,0.3256,0.44
23.0,20969.0,0.8257,52950.0,1121.0,9411.0,2.0,0.0729,0.2601,0.265,0.6384
24.0,47339.0,0.7836,48847.0,1178.5,34250.0,2.0,0.0475,0.2505,0.26,0.6299
24.0,48547.0,0.7907,51584.0,1153.0,34570.0,2.0,0.0835,0.2657,0.2667,0.6402
24.0,57690.0,0.7832,59287.0,1410.0,45108.0,2.0,0.1024,0.3575,0.3575,0.6667
21.0,48044.0,0.5682,44944.0,1065.0,33639.0,2.0,0.6462,0.3438,0.3718,0.4206
23.0,59828.0,0.7046,50651.0,1113.0,49190.0,2.0,0.0079,0.2289,0.2306,0.6719
19.0,39936.0,0.6238,40488.0,971.0,27800.0,2.0,0.1871,0.4663,0.4806,0.2987
21.0,47258.0,0.7972,55954.0,1050.0,32320.0,2.0,0.1632,0.226,0.2894,0.479
26.0,51009.0,0.7678,53294.0,1220.0,33720.0,2.0,0.0195,0.1585,0.1683,0.6764
20.0,50636.0,0.4727,48092.0,1010.0,31305.0,2.0,0.0231,0.4437,0.4732,0.2947
22.0,46600.0,0.75,42842.0,1082.0,32090.0,2.0,0.0351,0.3306,0.3306,0.5248
21.0,43844.0,0.6192,42772.0,1112.0,31812.0,2.0,0.1602,0.3555,0.4308,0.454
25.0,24888.0,0.8469,57567.0,1192.0,11167.0,2.0,0.0796,0.1944,0.2021,0.6728
21.0,44536.0,0.6875,50425.0,1178.5,34400.0,2.0,0.1123,0.1346,0.3481,0.5196
22.0,32545.0,0.5714,48125.0,1090.0,17914.0,2.0,0.1299,0.3842,0.3953,0.5333
20.0,51534.0,0.6316,53046.0,1048.0,34832.0,2.0,0.2092,0.3126,0.3631,0.419
18.0,50165.0,0.5681,46525.0,993.0,33380.0,2.0,0.0788,0.3931,0.3931,0.2849
21.0,19841.0,0.7491,44319.0,1090.0,7970.0,2.0,0.1033,0.2954,0.3138,0.5553
19.0,51374.0,0.4901,52465.0,1026.0,36650.0,2.0,0.4613,0.3823,0.3886,0.3846
22.0,42886.0,0.5922,43661.0,1076.0,30000.0,2.0,0.1224,0.3557,0.4073,0.3672
23.0,20964.0,0.6602,47493.0,1118.0,8866.0,2.0,0.2262,0.3007,0.3476,0.5159
20.0,27810.0,0.5468,38502.0,980.0,14250.0,2.0,0.0212,0.571,0.5983,0.4048
24.0,58078.0,0.8105,63066.0,1191.0,46030.0,2.0,0.0631,0.2376,0.2431,0.5972
26.0,54396.0,0.8225,49308.0,1220.0,45026.0,2.0,0.0279,0.8161,0.8239,0.6187
22.0,40632.0,0.7661,40340.0,1178.5,27950.0,2.0,0.2673,0.3989,0.4478,0.4309
30.0,60700.0,0.8886,55707.0,1366.0,48070.0,2.0,0.0008,0.2167,0.2175,0.8675
21.0,24278.0,0.7012,39961.0,1049.0,9875.0,2.0,0.3578,0.4885,0.5488,0.4425
21.0,21228.0,0.7698,40640.0,1051.0,9844.0,2.0,1.0,0.3815,0.4054,0.4924
23.0,16340.0,0.875,49308.0,1120.0,10060.0,2.0,0.2716,0.5802,0.6812,0.5625
22.0,41058.0,0.5707,43197.0,1053.0,31300.0,2.0,0.0752,0.4476,0.4618,0.4845
26.0,30635.0,0.8454,53037.0,1189.0,12859.0,2.0,0.0658,0.2118,0.2172,0.6877
19.0,37121.0,0.462,38160.0,959.0,23700.0,2.0,0.0415,0.4,0.469,0.3072
24.0,29595.0,0.7827,49052.0,1153.0,12520.0,2.0,0.1444,0.2914,0.3298,0.6216
22.0,40723.0,0.7354,38238.0,1113.0,25050.0,2.0,0.2718,0.4869,0.4923,0.4341
24.0,21641.0,0.7744,40053.0,1109.0,9432.0,2.0,0.0959,0.3149,0.3534,0.5846
23.0,18899.0,0.7747,45945.0,1123.0,10592.0,2.0,0.1763,0.2609,0.3146,0.5005
23.0,45051.0,0.8333,49308.0,1112.0,12000.0,2.0,0.1305,0.0,0.0,0.4326
20.0,42917.0,0.7087,42741.0,1013.0,27300.0,2.0,0.2641,0.3843,0.4305,0.4467
27.0,57015.0,0.7825,44956.0,1250.0,43670.0,2.0,0.0041,0.2588,0.2588,0.6901
19.0,41450.0,0.5926,39183.0,980.0,30946.0,2.0,0.1407,0.4987,0.4987,0.3308
25.0,57199.0,0.6412,42092.0,1188.0,38820.0,2.0,0.0096,0.369,0.369,0.6
21.0,33520.0,0.7055,37522.0,1082.0,20224.0,2.0,0.079,0.6764,0.6775,0.4803
17.0,24264.0,0.7177,38731.0,938.0,7683.0,2.0,0.1405,0.7487,0.7487,0.3688
20.0,14892.0,0.6667,37156.0,1019.0,7050.0,2.0,0.3872,0.3697,0.4391,0.3147
26.0,33322.0,0.8357,56994.0,1221.0,11954.0,2.0,0.0411,0.2482,0.2747,0.6985
23.0,18196.0,0.651,44168.0,1091.0,7327.0,2.0,0.2874,0.3738,0.4217,0.3254
21.0,28160.0,0.5538,47089.0,1085.0,19720.0,2.0,0.0709,0.4171,0.4603,0.3629
25.0,23390.0,0.8094,47366.0,1190.0,10065.0,2.0,0.0368,0.2004,0.2588,0.5986
22.0,20355.0,0.6854,41062.0,1089.0,8440.0,2.0,0.1376,0.3094,0.3485,0.4648
21.0,22232.0,0.6053,46627.0,1088.0,9172.0,2.0,0.1991,0.3891,0.4497,0.3824
23.0,20961.0,0.7492,42555.0,1088.0,8156.0,2.0,0.1345,0.3501,0.3762,0.4557
22.0,22653.0,0.7272,43505.0,1132.0,9082.0,2.0,0.129,0.3479,0.4355,0.5075
19.0,23950.0,0.6115,43900.0,1089.0,8672.0,2.0,0.2466,0.3674,0.4682,0.4636
19.0,26352.0,0.7593,46440.0,1178.5,15960.0,2.0,0.1873,0.2917,0.475,0.3649
21.0,25871.0,0.8169,57760.0,1120.0,15012.0,2.0,0.3654,0.3107,0.3305,0.4286
17.0,24483.0,0.5932,40191.0,940.0,9940.0,2.0,0.0993,0.6337,0.712,0.3035
22.0,23800.0,0.7002,44335.0,1116.0,10382.0,2.0,0.1259,0.3678,0.3995,0.5115
32.0,80932.0,0.9314,49826.0,1443.0,62844.0,2.0,0.0466,0.0916,0.0944,0.8744
23.0,38603.0,0.6819,47748.0,1103.0,26863.0,2.0,0.0156,0.5169,0.5228,0.5053
33.0,78665.0,0.928,72664.0,1501.0,63520.0,2.0,0.0044,0.1406,0.1406,0.8804
26.0,25586.0,0.7509,42405.0,1202.0,12136.0,2.0,0.0911,0.2427,0.2675,0.5527
22.0,21010.0,0.6736,45493.0,1109.0,10120.0,2.0,0.2164,0.2799,0.3571,0.4172
19.0,25573.0,0.6,54101.0,980.0,9506.0,2.0,0.5832,0.4349,0.4421,0.3333
19.0,23671.0,0.7252,51763.0,910.0,8748.0,2.0,0.1671,0.5041,0.5137,0.4019
21.0,25798.0,0.7229,49856.0,1116.0,9804.0,2.0,0.1234,0.3484,0.3898,0.4934
28.0,65729.0,0.7719,51694.0,1258.0,49220.0,2.0,0.0227,0.2933,0.2972,0.5831
28.0,27183.0,0.859,67391.0,1295.0,12606.0,2.0,0.125,0.2968,0.2992,0.7034
32.0,26781.0,0.948,80964.0,1461.0,11233.0,2.0,0.0553,0.1833,0.1866,0.8927
18.0,24726.0,0.7356,49948.0,971.0,8008.0,2.0,0.111,0.5435,0.544,0.4559
29.0,30421.0,0.8241,57794.0,1261.0,15184.0,2.0,0.0369,0.2008,0.2024,0.7066
29.0,51458.0,0.7929,39402.0,1378.0,37260.0,2.0,0.0338,0.1903,0.1903,0.7717
24.0,25928.0,0.8173,59959.0,1138.0,10818.0,2.0,0.1091,0.325,0.3267,0.6976
33.0,80060.0,0.9533,72762.0,1513.0,64100.0,2.0,0.0142,0.2363,0.2363,0.9193
32.0,76360.0,0.9492,101354.0,1434.0,54944.0,2.0,0.0023,0.1498,0.1524,0.9267
30.0,74902.0,0.9078,118773.0,1346.0,56500.0,2.0,0.0065,0.1329,0.1343,0.8798
34.0,80560.0,0.9491,99351.0,1500.0,64176.0,2.0,0.0165,0.1267,0.1275,0.9092
33.0,79463.0,0.9397,82963.0,1454.0,62360.0,2.0,0.0307,0.1721,0.1793,0.8896
33.0,79342.0,0.9159,74275.0,1473.0,62322.0,2.0,0.0036,0.1571,0.1577,0.8734
24.0,24818.0,0.7506,54795.0,1110.0,11051.0,2.0,0.1459,0.3146,0.3234,0.5606
29.0,61716.0,0.8752,64128.0,1373.0,52352.0,2.0,0.0139,0.2133,0.2144,0.7616
22.0,39617.0,0.6701,51463.0,1035.0,27990.0,2.0,0.1199,0.3659,0.3666,0.494
30.0,75777.0,0.8771,53927.0,1373.0,53232.0,2.0,0.0143,0.1511,0.1512,0.7716
29.0,61953.0,0.8112,49308.0,1233.0,44908.0,2.0,0.0273,0.215,0.2243,0.6594
20.0,51555.0,0.5537,36448.0,1178.5,34150.0,2.0,0.3951,0.4413,0.5092,0.2632
22.0,22864.0,0.7209,50129.0,1124.0,10921.0,2.0,0.2087,0.329,0.3478,0.5639
29.0,26377.0,0.7096,47938.0,1105.0,11380.0,2.0,0.1419,0.357,0.3779,0.5461
27.0,39666.0,0.8424,49308.0,1215.0,27040.0,2.0,0.0263,0.2135,0.2186,0.6874
35.0,81292.0,0.9769,91660.0,1553.0,57261.0,2.0,0.1923,0.1341,0.1619,0.9777
30.0,74286.0,0.9475,70606.0,1361.0,58360.0,2.0,0.0003,0.1585,0.1597,0.9111
27.0,61057.0,0.769,39313.0,1149.0,42630.0,2.0,0.03,0.3182,0.3199,0.6087
29.0,27701.0,0.8392,53430.0,1255.0,16182.0,2.0,0.2027,0.276,0.2834,0.7111
31.0,32355.0,0.9035,69151.0,1376.0,16952.0,2.0,0.0639,0.208,0.2105,0.8305
27.0,28946.0,0.7248,64423.0,1198.0,15132.0,2.0,0.1882,0.4248,0.4362,0.5101
27.0,56414.0,0.6981,118037.0,1232.0,37230.0,2.0,0.2028,0.277,0.2773,0.6146
33.0,75051.0,0.903,59391.0,1432.0,58498.0,2.0,0.0302,0.2068,0.2073,0.8257
23.0,54138.0,0.7215,49308.0,1060.0,38800.0,2.0,0.0762,0.3041,0.3041,0.5817
34.0,78153.0,0.972,79067.0,1505.0,60192.0,2.0,0.0067,0.1253,0.1261,0.9124
29.0,60828.0,0.8065,63151.0,1297.0,44350.0,2.0,0.0847,0.3021,0.3024,0.7445
33.0,78438.0,0.9083,63587.0,1455.0,58768.0,2.0,0.0304,0.1836,0.1836,0.8853
27.0,56240.0,0.8323,39639.0,1216.0,41694.0,2.0,0.0097,0.2239,0.2242,0.7301
23.0,29342.0,0.6664,66465.0,1149.0,14854.0,2.0,0.1612,0.3686,0.3827,0.5458
26.0,59927.0,0.7646,65610.0,1204.0,43332.0,2.0,0.0502,0.2666,0.2692,0.6036
34.0,81614.0,0.9605,72336.0,1513.0,65222.0,2.0,0.0099,0.1209,0.1218,0.9371
33.0,81090.0,0.9502,81855.0,1500.0,61920.0,2.0,0.0134,0.2247,0.2321,0.9017
28.0,55835.0,0.8208,75423.0,1215.0,38760.0,2.0,0.0664,0.2471,0.253,0.6876
28.0,54933.0,0.7791,71418.0,1194.0,44500.0,2.0,0.0304,0.2418,0.2422,0.6745
20.0,24963.0,0.7535,52013.0,1116.0,11500.0,2.0,0.1229,0.3161,0.3392,0.5981
30.0,74460.0,0.8065,66167.0,1346.0,60230.0,2.0,0.0035,0.214,0.2158,0.7973
24.0,20795.0,0.746,53534.0,1135.0,10786.0,2.0,0.1375,0.2933,0.3187,0.5885
22.0,56391.0,0.6714,47238.0,1050.0,39596.0,2.0,0.0122,0.3087,0.3201,0.5061
24.0,42774.0,0.8208,44882.0,1184.0,32734.0,2.0,0.1097,0.2404,0.2523,0.7079
23.0,47228.0,0.7721,41999.0,1100.0,37280.0,2.0,0.0816,0.2399,0.2592,0.6115
27.0,52094.0,0.8638,57852.0,1263.0,38620.0,2.0,0.0437,0.1551,0.1606,0.7696
23.0,26077.0,0.7182,50264.0,1104.0,13650.0,2.0,0.126,0.3095,0.3121,0.6172
19.0,37464.0,0.52,41596.0,1178.5,23629.0,2.0,0.3464,0.2854,0.2854,0.6364
21.0,47701.0,0.6814,45988.0,1050.0,32982.0,2.0,0.0671,0.2469,0.2757,0.5176
26.0,39217.0,0.8453,63640.0,1090.0,31058.0,2.0,0.0852,0.2722,0.3338,0.7294
22.0,26085.0,0.6588,47724.0,1056.0,16410.0,2.0,0.2258,0.3733,0.385,0.4542
23.0,25135.0,0.7719,47260.0,1032.0,13076.0,2.0,0.1791,0.343,0.36,0.4936
28.0,58080.0,0.8721,84938.0,1266.0,44380.0,2.0,0.0277,0.1801,0.1825,0.6934
23.0,39524.0,0.8152,42306.0,1178.5,27880.0,2.0,0.1772,0.3026,0.3026,0.6168
32.0,45051.0,0.9571,49308.0,1440.0,30902.0,2.0,0.0125,0.0,0.0,0.8681
28.0,49892.0,0.8921,56732.0,1213.0,38370.0,2.0,0.0118,0.164,0.1682,0.8028
27.0,68832.0,0.8639,67501.0,1264.0,56562.0,2.0,0.0056,0.2395,0.2395,0.7977
23.0,25607.0,0.7244,41601.0,1097.0,13728.0,2.0,0.1038,0.3019,0.3434,0.5106
23.0,38500.0,0.7649,52760.0,1178.5,26100.0,2.0,0.2578,0.2863,0.2989,0.4928
26.0,29204.0,0.8905,60132.0,1273.0,15372.0,2.0,0.0219,0.2164,0.2173,0.8157
28.0,31297.0,0.8502,67391.0,1245.0,17614.0,2.0,0.0299,0.1923,0.1949,0.6776
25.0,22327.0,0.8184,55823.0,1156.0,14320.0,2.0,0.157,0.4135,0.4244,0.56
25.0,23278.0,0.7664,47241.0,1071.0,13242.0,2.0,0.3025,0.358,0.4087,0.4645
25.0,23669.0,0.7517,57096.0,1140.0,14476.0,2.0,0.1597,0.3022,0.3074,0.5764
21.0,45023.0,0.6471,44655.0,1178.5,32006.0,2.0,0.0482,0.4548,0.4743,0.4406
22.0,22866.0,0.724,46830.0,1073.0,11565.0,2.0,0.1137,0.3395,0.3461,0.4996
25.0,25942.0,0.837,49271.0,1147.0,14675.0,2.0,0.1605,0.4398,0.448,0.6031
24.0,27150.0,0.7652,46942.0,1105.0,14623.0,2.0,0.101,0.2597,0.2652,0.5507
21.0,55931.0,0.7045,51293.0,1178.5,42074.0,2.0,0.1375,0.504,0.5057,0.5563
22.0,21940.0,0.7124,47115.0,1090.0,10130.0,2.0,0.2654,0.282,0.3116,0.4994
24.0,54444.0,0.8263,56370.0,1190.0,41270.0,2.0,0.1097,0.2023,0.236,0.7469
33.0,78315.0,0.955,69584.0,1486.0,62634.0,2.0,0.0024,0.1399,0.1424,0.9065
23.0,40870.0,0.8372,56936.0,1220.0,28916.0,2.0,0.0096,0.1965,0.1987,0.6943
24.0,28613.0,0.8609,50759.0,1194.0,17420.0,2.0,0.1635,0.234,0.2527,0.7436
29.0,63088.0,0.8603,53007.0,1320.0,53030.0,2.0,0.0036,0.2421,0.2425,0.7579
23.0,55979.0,0.7495,56370.0,1152.0,46616.0,2.0,0.0457,0.3957,0.4024,0.6905
31.0,76357.0,0.9118,66615.0,1430.0,62500.0,2.0,0.0009,0.1836,0.1843,0.8792
22.0,21824.0,0.7607,53431.0,1090.0,9444.0,2.0,0.1152,0.2231,0.2447,0.5258
30.0,27446.0,0.9016,63838.0,1355.0,15859.0,2.0,0.0655,0.1755,0.2067,0.8436
25.0,25901.0,0.7724,58423.0,1220.0,14126.0,2.0,0.0322,0.1898,0.2119,0.6223
22.0,23306.0,0.7162,50440.0,1090.0,10236.0,2.0,0.185,0.2771,0.2946,0.5544
24.0,64561.0,0.8895,55566.0,1186.0,52108.0,2.0,0.0045,0.2075,0.2085,0.7833
21.0,20529.0,0.6909,51016.0,1093.0,10117.0,2.0,0.1476,0.2298,0.3393,0.4437
25.0,64251.0,0.8561,70690.0,1144.0,52164.0,2.0,0.0059,0.2022,0.2033,0.757
31.0,66570.0,0.9007,60432.0,1377.0,54650.0,2.0,0.0044,0.2001,0.2021,0.8479
25.0,52561.0,0.7881,60576.0,1220.0,39410.0,2.0,0.2407,0.2389,0.2462,0.6719
25.0,62028.0,0.8562,69948.0,1290.0,50366.0,2.0,0.0286,0.1841,0.1849,0.796
23.0,56312.0,0.8322,55521.0,1127.0,47870.0,2.0,0.3164,0.3764,0.3822,0.6388
22.0,22640.0,0.7604,57704.0,1121.0,10492.0,2.0,0.1023,0.2484,0.2545,0.6047
22.0,24062.0,0.8059,33201.0,1019.0,8549.0,2.0,0.1157,0.7172,0.7341,0.4733
22.0,36866.0,0.672,41796.0,1059.0,28375.0,2.0,0.4498,0.441,0.4632,0.4558
21.0,29461.0,0.6454,39212.0,1089.0,19280.0,2.0,0.0647,0.2818,0.4341,0.3945
19.0,21506.0,0.64,37208.0,1055.0,8605.0,2.0,0.1362,0.4008,0.4767,0.4636
18.0,24120.0,0.7742,37362.0,1022.0,8445.0,2.0,0.2324,0.6509,0.654,0.3482
25.0,59877.0,0.8333,49308.0,1223.0,43815.0,2.0,0.0158,0.3443,0.3443,0.5675
25.0,26788.0,0.893,44218.0,1199.0,9220.0,2.0,0.0565,0.2409,0.2423,0.6779
21.0,21008.0,0.7333,40765.0,1050.0,7866.0,2.0,0.2231,0.4252,0.5049,0.3702
16.0,21606.0,0.6213,30239.0,870.0,7414.0,2.0,0.1453,0.5228,0.6829,0.2577
24.0,37689.0,0.7737,41268.0,1190.0,21098.0,2.0,0.0896,0.2763,0.3107,0.6228
26.0,26353.0,0.8055,44732.0,1215.0,9398.0,2.0,0.0821,0.2977,0.2993,0.631
23.0,24425.0,0.6963,40043.0,1150.0,9450.0,2.0,0.187,0.4662,0.4704,0.5168
19.0,23266.0,0.8163,32105.0,1178.5,10861.0,2.0,0.0801,0.6323,0.7027,0.3085
25.0,28491.0,0.7852,39254.0,1188.0,14685.0,2.0,0.2511,0.2889,0.4918,0.4167
20.0,31540.0,0.788,47790.0,1090.0,22390.0,2.0,0.1885,0.5068,0.5068,0.5099
20.0,19317.0,0.7879,49308.0,1058.0,12500.0,2.0,0.1848,0.2838,0.3691,0.5926
21.0,42845.0,0.6726,44021.0,1045.0,27140.0,2.0,0.0323,0.3881,0.3881,0.5187
21.0,45051.0,1.0,49308.0,1178.5,24248.0,2.0,0.0769,0.1481,0.1481,0.0909
22.0,34355.0,0.6116,33605.0,1178.5,24960.0,2.0,0.0528,0.4488,0.4488,0.5638
22.0,42218.0,0.6488,45815.0,1120.0,29195.0,2.0,0.0341,0.3641,0.381,0.4831
27.0,45553.0,0.7813,33971.0,1221.0,33830.0,2.0,0.0349,0.287,0.2881,0.6359
22.0,42271.0,0.7168,45043.0,1178.5,28696.0,2.0,0.1609,0.4556,0.4626,0.5797
22.0,37045.0,0.5784,42960.0,1042.0,25600.0,2.0,0.2006,0.3023,0.3775,0.3867
24.0,32719.0,0.7719,47093.0,1177.0,19300.0,2.0,0.2165,0.2916,0.2929,0.5423
23.0,44826.0,0.8303,53707.0,1178.5,27166.0,2.0,0.3891,0.3675,0.3712,0.6679
23.0,43860.0,0.6681,42456.0,1147.0,33316.0,2.0,0.0814,0.1367,0.3669,0.4071
21.0,16972.0,0.6205,39966.0,1089.0,8026.0,2.0,0.1951,0.3837,0.4534,0.3561
19.0,35869.0,0.4077,38137.0,1000.0,22450.0,2.0,0.0712,0.309,0.371,0.2294
27.0,28417.0,0.8859,59124.0,1249.0,11981.0,2.0,0.0411,0.2086,0.214,0.753
26.0,23450.0,0.7713,55467.0,1231.0,11287.0,2.0,0.1229,0.2403,0.3802,0.5538
29.0,24736.0,0.8598,79065.0,1320.0,11365.0,2.0,0.0423,0.2107,0.2117,0.6167
26.0,24160.0,0.75,48839.0,1146.0,11693.0,2.0,0.1738,0.1849,0.3993,0.5158
27.0,22335.0,0.8073,55405.0,1246.0,9014.0,2.0,0.0147,0.1607,0.1884,0.7102
22.0,21375.0,0.7956,42541.0,1089.0,9502.0,2.0,0.0597,0.2838,0.3164,0.5394
23.0,31353.0,0.8082,49308.0,1124.0,20290.0,2.0,0.0162,0.4767,0.4802,0.625
23.0,54739.0,0.7643,59664.0,1220.0,41701.0,2.0,0.1091,0.2075,0.2892,0.7711
30.0,65627.0,0.8662,57224.0,1340.0,50644.0,2.0,0.0889,0.1804,0.2168,0.8123
24.0,52232.0,0.7013,131906.0,1161.0,31280.0,2.0,0.0118,0.3294,0.3294,0.7333
22.0,36941.0,0.6691,38004.0,1081.0,27038.0,2.0,0.1718,0.3713,0.4588,0.4313
21.0,41891.0,0.6263,34339.0,1124.0,25586.0,2.0,0.1565,0.4383,0.4427,0.4563
23.0,23168.0,0.7589,44943.0,1147.0,8604.0,2.0,0.0896,0.2242,0.2969,0.5822
34.0,81620.0,0.9599,74228.0,1525.0,60590.0,2.0,0.0708,0.1491,0.1553,0.9369
24.0,44148.0,0.7872,49298.0,1153.0,29840.0,2.0,0.2455,0.2877,0.2901,0.5866
21.0,48486.0,0.6449,41887.0,1049.0,33144.0,2.0,0.0214,0.4343,0.4349,0.6356
24.0,33470.0,0.7477,55558.0,1146.0,19610.0,2.0,0.0796,0.2644,0.2644,0.6224
25.0,52132.0,0.7821,57368.0,1108.0,39028.0,2.0,0.0592,0.1949,0.1962,0.7012
20.0,41079.0,0.6667,42834.0,1010.0,27606.0,2.0,0.4361,0.3008,0.3008,0.4105
24.0,21971.0,0.7196,42812.0,1131.0,7580.0,2.0,0.1547,0.2205,0.2215,0.5659
24.0,22506.0,0.7521,49569.0,1158.0,7727.0,2.0,0.0992,0.1814,0.1854,0.5682
22.0,21814.0,0.74,38729.0,1116.0,7719.0,2.0,0.2336,0.3084,0.3109,0.4644
22.0,42532.0,0.6575,50524.0,1054.0,32252.0,2.0,0.0661,0.3048,0.3086,0.4583
23.0,49230.0,0.7166,48505.0,1116.0,37720.0,2.0,0.0059,0.1169,0.2502,0.5906
28.0,59663.0,0.9183,71816.0,1344.0,45590.0,2.0,0.0415,0.0685,0.0689,0.7847
22.0,23925.0,0.7429,46799.0,1119.0,7984.0,2.0,0.1312,0.3463,0.3574,0.5412
21.0,49366.0,0.6891,50190.0,1087.0,38300.0,2.0,0.0535,0.2912,0.3225,0.4375
22.0,19830.0,0.7373,50287.0,1120.0,8136.0,2.0,0.195,0.3111,0.3159,0.4919
26.0,51208.0,0.7531,51487.0,1201.0,39868.0,2.0,0.0703,0.2808,0.2841,0.5905
25.0,24612.0,0.815,51022.0,1192.0,9872.0,2.0,0.0473,0.2229,0.2241,0.6494
20.0,25534.0,0.5,49308.0,1178.5,7958.0,2.0,0.2308,0.3462,0.3462,0.5714
21.0,38874.0,0.6792,51989.0,1082.0,27170.0,2.0,0.1328,0.3285,0.3814,0.5613
19.0,31500.0,0.6455,37141.0,1021.0,20900.0,2.0,0.069,0.4543,0.4554,0.433
23.0,23859.0,0.8015,57168.0,1116.0,8947.0,2.0,0.0978,0.2594,0.2718,0.6182
34.0,81501.0,0.9803,90649.0,1539.0,62658.0,2.0,0.0068,0.1596,0.1604,0.9471
28.0,34090.0,0.8575,65012.0,1217.0,19024.0,2.0,0.0218,0.1862,0.1881,0.7788
25.0,28794.0,0.7678,52643.0,1116.0,14638.0,2.0,0.0398,0.2539,0.2547,0.5931
27.0,63187.0,0.8938,54883.0,1218.0,45340.0,2.0,0.0041,0.1131,0.1132,0.853
19.0,49508.0,0.7635,50968.0,1178.5,35934.0,2.0,0.1135,0.3537,0.3585,0.616
20.0,48466.0,0.6984,47400.0,1037.0,36410.0,2.0,0.2721,0.5043,0.5297,0.5158
25.0,47556.0,0.7222,46600.0,1115.0,35516.0,2.0,0.1371,0.3176,0.3896,0.5385
27.0,32251.0,0.8459,53739.0,1197.0,14952.0,2.0,0.1056,0.3136,0.3177,0.6815
20.0,24102.0,0.7443,53107.0,1016.0,12972.0,2.0,0.2111,0.4738,0.4867,0.5127
24.0,58567.0,0.7925,64337.0,1203.0,43216.0,2.0,0.0319,0.3002,0.3019,0.6817
30.0,31357.0,0.8899,85967.0,1325.0,18512.0,2.0,0.1361,0.3763,0.4126,0.7371
34.0,78490.0,0.9705,109822.0,1546.0,57410.0,2.0,0.0083,0.1941,0.1973,0.9732
26.0,28769.0,0.8376,58795.0,1214.0,15363.0,2.0,0.103,0.2643,0.2799,0.6953
30.0,52777.0,0.7685,58460.0,1214.0,37200.0,2.0,0.0667,0.3375,0.3478,0.6655
21.0,29550.0,0.7856,68387.0,1168.0,16112.0,2.0,0.2564,0.4808,0.4919,0.6478
30.0,31851.0,0.9157,68387.0,1374.0,16263.0,2.0,0.0582,0.2809,0.2835,0.8446
25.0,28522.0,0.8224,68387.0,1116.0,15648.0,2.0,0.1825,0.5636,0.5823,0.6624
23.0,46980.0,0.775,51518.0,1178.5,39890.0,2.0,0.1181,0.5572,0.5895,0.6022
29.0,62783.0,0.8316,64125.0,1317.0,48960.0,2.0,0.0236,0.2804,0.289,0.7169
