ACTCMMID,COSTT4_A,RET_FT4,MD_EARN_WNE_INC1_P10,SAT_AVG,TUITIONFEE_IN,OPENADMP,UG25ABV,PCTPELL,PCTPELL_DCS,C150_4
33.0,73570.0,0.9301,106841.0,1455.0,58624.0,2.0,0.0047,0.1964,0.1969,0.8786
25.0,30214.0,0.7775,52205.0,1150.0,15188.0,2.0,0.1173,0.4036,0.4052,0.7608
29.0,34878.0,0.9023,67799.0,1283.0,17978.0,2.0,0.018,0.1936,0.1967,0.8576
19.0,17929.0,0.6235,34385.0,961.0,6863.0,2.0,0.3355,0.3104,0.4077,0.4132
26.0,20579.0,0.75,77986.0,1116.0,9058.0,2.0,0.1085,0.3248,0.3364,0.5503
23.0,19556.0,0.7219,40010.0,1090.0,8076.0,2.0,0.2105,0.3638,0.3807,0.517
20.0,20465.0,0.7247,34114.0,1031.0,7627.0,2.0,0.1775,0.4146,0.436,0.509
26.0,55566.0,0.8534,69427.0,1233.0,43800.0,2.0,0.068,0.2921,0.2968,0.6746
30.0,50853.0,0.8957,143524.0,1320.0,38225.0,2.0,0.0541,0.2844,0.2879,0.6144
25.0,52337.0,0.7165,49982.0,1211.0,37644.0,2.0,0.0694,0.3717,0.3781,0.5348
33.0,79717.0,0.9618,90060.0,1495.0,62525.0,2.0,0.0016,0.1604,0.1618,0.9155
28.0,40718.0,0.7832,57738.0,1200.0,31800.0,2.0,0.0332,0.2872,0.2966,0.6616
29.0,73867.0,0.8322,80061.0,1282.0,56258.0,2.0,0.0081,0.209,0.2136,0.7252
33.0,80160.0,0.9447,66613.0,1480.0,64290.0,2.0,0.0009,0.128,0.1285,0.9125
35.0,82617.0,0.9792,94155.0,1540.0,66139.0,2.0,0.1351,0.2216,0.2216,0.9525
34.0,80278.0,0.9666,94995.0,1527.0,63200.0,2.0,0.009,0.1765,0.1771,0.9529
24.0,43808.0,0.8601,58559.0,1132.0,31170.0,2.0,0.2292,0.3804,0.3826,0.6569
32.0,74795.0,0.877,76984.0,1411.0,58467.0,2.0,0.0413,0.205,0.2099,0.8342
34.0,77000.0,0.9512,61428.0,1500.0,62670.0,2.0,0.0005,0.182,0.182,0.9237
25.0,64262.0,0.6908,58777.0,1112.0,51309.0,2.0,0.0095,0.35,0.3512,0.5274
29.0,78579.0,0.8661,70492.0,1339.0,61725.0,2.0,0.0018,0.2325,0.2355,0.7367
29.0,65796.0,0.8312,63104.0,1285.0,53330.0,2.0,0.0316,0.2312,0.233,0.6777
26.0,27969.0,0.8056,49332.0,1200.0,16446.0,2.0,0.073,0.3884,0.3976,0.6029
26.0,57113.0,0.7948,70132.0,1122.0,44328.0,2.0,0.0468,0.2722,0.3057,0.5658
26.0,52574.0,0.6348,49715.0,1042.0,36191.0,2.0,0.1841,0.4254,0.4258,0.5207
27.0,50504.0,0.8557,55547.0,1226.0,37450.0,2.0,0.077,0.3056,0.3184,0.7245
28.0,53506.0,0.7835,53736.0,1219.0,38868.0,2.0,0.1027,0.2022,0.3748,0.4764
27.0,52355.0,0.8026,53041.0,1178.5,41210.0,2.0,0.1095,0.2697,0.2726,0.6074
28.0,62169.0,0.8601,70041.0,1288.0,44560.0,2.0,0.0281,0.1483,0.1603,0.8131
25.0,61863.0,0.627,46966.0,1205.0,38718.0,2.0,0.1237,0.2955,0.3053,0.5664
25.0,30568.0,0.7387,46298.0,1124.0,21358.0,2.0,0.2844,0.5004,0.5555,0.471
29.0,47058.0,0.8507,76885.0,1202.0,36030.0,2.0,0.175,0.2944,0.2999,0.6922
22.0,48858.0,0.7866,58841.0,1130.0,37940.0,2.0,0.1703,0.3023,0.3038,0.612
20.0,49939.0,0.6863,60702.0,1098.0,40980.0,2.0,0.1854,0.4476,0.4544,0.5711
34.0,76563.0,0.9467,84521.0,1527.0,58168.0,2.0,0.0361,0.1901,0.1916,0.8712
25.0,48664.0,0.791,52562.0,1143.0,37180.0,2.0,0.1232,0.2743,0.2764,0.7221
28.0,51737.0,0.7709,65138.0,1263.0,42000.0,2.0,0.0911,0.4359,0.4448,0.5463
21.0,42665.0,0.6364,38025.0,1178.5,27500.0,2.0,0.557,0.4175,0.4184,0.399
26.0,66074.0,0.7159,66270.0,1220.0,50026.0,2.0,0.0718,0.2668,0.2818,0.6141
30.0,72225.0,0.8878,52359.0,1317.0,57599.0,2.0,0.045,0.1696,0.1713,0.7604
33.0,77763.0,0.888,99768.0,1457.0,60074.0,2.0,0.0093,0.1831,0.1843,0.838
26.0,47996.0,0.7402,48598.0,1294.0,36124.0,2.0,0.2281,0.3645,0.3809,0.6814
31.0,68666.0,0.8537,64805.0,1370.0,54518.0,2.0,0.0353,0.2659,0.2845,0.7227
33.0,79490.0,0.9236,76514.0,1473.0,61678.0,2.0,0.0562,0.1559,0.1596,0.8973
24.0,53720.0,0.7971,53233.0,1165.0,38770.0,2.0,0.0122,0.2517,0.2517,0.7298
24.0,35647.0,0.7034,53796.0,1178.5,27298.0,2.0,0.1058,0.4726,0.4746,0.5378
31.0,77363.0,0.8472,65098.0,1333.0,62020.0,2.0,0.0036,0.2203,0.2223,0.8345
29.0,52230.0,0.7124,57182.0,1110.0,36300.0,2.0,0.0254,0.1894,0.334,0.5354
31.0,76703.0,0.7877,52555.0,1358.0,61234.0,2.0,0.0078,0.1151,0.1174,0.7162
31.0,79250.0,0.8759,66496.0,1396.0,62398.0,2.0,0.0037,0.1508,0.1513,0.8417
26.0,37394.0,0.8224,56108.0,1177.0,32370.0,2.0,0.1773,0.3415,0.3435,0.6879
26.0,50348.0,0.8289,62347.0,1184.0,37748.0,2.0,0.0466,0.2732,0.2733,0.72
26.0,58553.0,0.8162,64873.0,1218.0,47830.0,2.0,0.0122,0.2349,0.3608,0.6922
20.0,22789.0,0.6908,42012.0,1116.0,8689.0,2.0,0.3074,0.4748,0.4887,0.4121
19.0,25912.0,0.6877,40404.0,1041.0,8676.0,2.0,0.0923,0.4247,0.428,0.4323
24.0,16521.0,0.8084,66126.0,1081.0,8576.0,2.0,0.1624,0.3488,0.3631,0.5417
26.0,27368.0,0.8284,61872.0,1193.0,10408.0,2.0,0.0611,0.4101,0.4133,0.6556
32.0,29143.0,0.9069,76210.0,1426.0,10363.0,2.0,0.0199,0.2701,0.2702,0.8279
28.0,27603.0,0.8352,64947.0,1288.0,10782.0,2.0,0.0589,0.3208,0.3233,0.7351
31.0,27617.0,0.8783,75907.0,1410.0,10560.0,2.0,0.0653,0.3712,0.3733,0.7782
27.0,21692.0,0.7895,57749.0,1116.0,8578.0,2.0,0.1561,0.3843,0.4069,0.6166
26.0,24052.0,0.6646,50120.0,1156.0,8620.0,2.0,0.1444,0.3757,0.3785,0.628
25.0,25972.0,0.7952,53894.0,1116.0,8815.0,2.0,0.0267,0.2834,0.2839,0.6866
27.0,24650.0,0.728,50090.0,1166.0,8767.0,2.0,0.036,0.3902,0.3915,0.6043
28.0,26453.0,0.8611,67284.0,1272.0,8966.0,2.0,0.019,0.2596,0.2604,0.7443
27.0,26233.0,0.8416,56233.0,1254.0,8524.0,2.0,0.0865,0.3374,0.3437,0.732
27.0,26135.0,0.7297,49855.0,1174.0,8769.0,2.0,0.0856,0.3959,0.3985,0.6396
29.0,28021.0,0.7876,45590.0,1281.0,8953.0,2.0,0.073,0.3527,0.3599,0.6694
26.0,26640.0,0.7251,53916.0,1160.0,8881.0,2.0,0.1231,0.3784,0.3817,0.6477
26.0,28019.0,0.779,94987.0,1211.0,8540.0,2.0,0.0657,0.227,0.2273,0.7282
30.0,77494.0,0.9072,79138.0,1359.0,60135.0,2.0,0.0301,0.1724,0.1755,0.8343
30.0,78611.0,0.8903,80921.0,1396.0,63954.0,2.0,0.0081,0.1312,0.1327,0.8464
27.0,9380.0,0.7939,99831.0,1217.0,1008.0,2.0,0.002,0.0775,0.0775,0.7717
33.0,80784.0,0.9379,70718.0,1487.0,64800.0,2.0,0.0103,0.2083,0.2096,0.9196
26.0,72488.0,0.8557,42463.0,1298.0,46800.0,2.0,0.055,0.1547,0.1551,0.7384
27.0,20735.0,0.8293,48332.0,1187.0,7450.0,2.0,0.0506,0.2708,0.2718,0.7516
20.0,46781.0,0.7443,42265.0,1178.5,34400.0,2.0,0.1565,0.3965,0.4364,0.475
22.0,32424.0,0.662,41277.0,1068.0,18500.0,2.0,0.1002,0.2661,0.2812,0.4693
22.0,56823.0,0.7453,49813.0,1178.5,39230.0,2.0,0.2301,0.3356,0.3369,0.5561
22.0,46573.0,0.6515,44807.0,1124.0,32868.0,2.0,0.1217,0.3922,0.3922,0.5616
18.0,37910.0,0.6268,34232.0,1052.0,25880.0,2.0,0.0413,0.6853,0.6853,0.2548
34.0,81138.0,0.9685,98934.0,1554.0,62688.0,2.0,0.002,0.1222,0.1222,0.9663
17.0,13312.0,0.7623,36896.0,1003.0,3356.0,2.0,0.226,0.5603,0.6065,0.4208
17.0,16342.0,0.6971,38214.0,915.0,3906.0,2.0,0.3961,0.5069,0.565,0.4359
21.0,46349.0,0.6622,43017.0,1114.0,32200.0,2.0,0.2602,0.3974,0.3974,0.5248
20.0,54954.0,0.6559,43320.0,1079.0,41140.0,2.0,0.0906,0.3985,0.4634,0.4941
26.0,58699.0,0.8286,46936.0,1220.0,41916.0,2.0,0.0088,0.1151,0.116,0.6817
23.0,42325.0,0.7652,37696.0,1178.5,28840.0,2.0,0.1583,0.4128,0.4143,0.4624
14.0,28236.0,0.701,30915.0,887.0,18296.0,2.0,0.0719,0.8332,0.8332,0.2553
26.0,52815.0,0.769,50329.0,1220.0,42540.0,2.0,0.0392,0.3497,0.3497,0.6777
24.0,53462.0,0.6225,44386.0,1183.0,38138.0,2.0,0.1875,0.3862,0.3862,0.408
25.0,42969.0,0.6193,41118.0,1178.5,30525.0,2.0,0.1782,0.4189,0.421,0.4172
19.0,34024.0,0.6277,40998.0,1178.5,23591.0,2.0,0.4763,0.4288,0.4728,0.4873
19.0,18518.0,0.7367,41554.0,1050.0,6733.0,2.0,0.0923,0.5177,0.53,0.5668
26.0,21030.0,0.686,42925.0,1210.0,7380.0,2.0,0.1673,0.3381,0.3544,0.5867
25.0,24711.0,0.9598,65939.0,1449.0,8989.0,2.0,0.0252,0.2121,0.2135,0.9132
24.0,21908.0,0.8363,54280.0,1162.0,7214.0,2.0,0.1143,0.3513,0.3574,0.6996
24.0,19229.0,0.7329,46451.0,1190.0,7498.0,2.0,0.1854,0.479,0.4883,0.5799
18.0,24744.0,0.7632,40451.0,976.0,6599.0,2.0,0.1819,0.5723,0.6335,0.4424
25.0,23784.0,0.9327,27179.0,1256.0,9388.0,2.0,0.0299,0.2516,0.2524,0.8169
30.0,24852.0,0.9377,63457.0,1370.0,9128.0,2.0,0.0606,0.1888,0.2002,0.8463
18.0,47109.0,0.6632,40633.0,1178.5,34352.0,2.0,0.3336,0.448,0.4688,0.3836
26.0,25332.0,0.8261,50846.0,1266.0,7238.0,2.0,0.1781,0.251,0.2568,0.7428
24.0,48188.0,0.6016,41714.0,1133.0,33050.0,2.0,0.1739,0.3585,0.3994,0.4286
19.0,15183.0,0.7163,40934.0,1116.0,3495.0,2.0,0.3256,0.4776,0.4883,0.4517
22.0,46678.0,0.6138,45348.0,1050.0,33290.0,2.0,0.0739,0.5363,0.5363,0.3464
24.0,54425.0,0.7172,52456.0,1193.0,40830.0,2.0,0.1215,0.2333,0.237,0.6859
18.0,31575.0,0.5294,49308.0,1178.5,17040.0,2.0,0.0966,0.5379,0.5865,0.4348
19.0,44380.0,0.7333,42184.0,1178.5,31016.0,2.0,0.2166,0.5093,0.5442,0.6176
27.0,54106.0,0.6933,35771.0,1320.0,38450.0,2.0,0.0484,0.3527,0.3552,0.4486
17.0,22372.0,0.7684,41328.0,921.0,6276.0,2.0,0.1572,0.6164,0.6359,0.4957
22.0,18731.0,0.7131,47821.0,1127.0,4453.0,2.0,0.2066,0.3348,0.3404,0.6059
19.0,20098.0,0.5736,44426.0,1018.0,9118.0,2.0,0.178,0.2326,0.2667,0.4444
21.0,35968.0,0.6751,44967.0,1178.5,24200.0,2.0,0.0334,0.2583,0.2651,0.4885
20.0,19966.0,0.578,43920.0,1116.0,7873.0,2.0,0.2607,0.2607,0.3453,0.3459
20.0,17273.0,0.7045,47230.0,1025.0,8508.0,2.0,0.2306,0.2314,0.2651,0.4487
23.0,23680.0,0.7887,59121.0,1116.0,10951.0,2.0,0.1969,0.1694,0.1829,0.6306
23.0,22936.0,0.7522,57837.0,1120.0,10992.0,2.0,0.0636,0.1905,0.1956,0.6317
20.0,19362.0,0.7066,43339.0,1022.0,8458.0,2.0,0.1819,0.1819,0.2941,0.4747
23.0,36822.0,0.7025,50289.0,1151.0,24140.0,2.0,0.3211,0.2616,0.3292,0.6023
21.0,26571.0,0.6667,65605.0,1050.0,19310.0,2.0,0.3861,0.3707,0.3825,0.8125
24.0,53687.0,0.8239,52006.0,1161.0,36850.0,2.0,0.0637,0.2919,0.2952,0.652
23.0,27721.0,0.7701,42035.0,1116.0,13639.0,2.0,0.0674,0.2283,0.2584,0.6142
23.0,53060.0,0.782,50176.0,1092.0,40350.0,2.0,0.0722,0.2708,0.2768,0.6108
34.0,73706.0,0.9289,83735.0,1487.0,61584.0,2.0,0.0124,0.1621,0.1648,0.8583
26.0,45051.0,0.8557,49400.0,1250.0,34698.0,2.0,0.0069,0.1658,0.1924,0.7503
16.0,19757.0,0.4141,32043.0,1116.0,7596.0,2.0,0.6505,0.4928,0.4943,0.254
20.0,27952.0,0.678,66554.0,1018.0,16472.0,2.0,0.3641,0.3311,0.3311,0.5342
27.0,27473.0,0.8621,43211.0,1252.0,13176.0,2.0,0.1025,0.1786,0.1966,0.7205
23.0,61751.0,0.7971,34317.0,1190.0,46460.0,2.0,0.0569,0.431,0.4355,0.7313
23.0,25191.0,0.6865,47878.0,1020.0,12254.0,2.0,0.193,0.3791,0.3885,0.4894
26.0,62510.0,0.8768,66180.0,1284.0,46170.0,2.0,0.0154,0.1496,0.151,0.8135
20.0,48202.0,0.5786,42336.0,1020.0,35328.0,2.0,0.0624,0.5113,0.5323,0.4191
30.0,73725.0,0.9037,57409.0,1389.0,60000.0,2.0,0.0047,0.1383,0.1388,0.8457
23.0,51270.0,0.7547,50841.0,1178.5,37621.0,2.0,0.0307,0.1428,0.2488,0.6544
22.0,46603.0,0.7519,43903.0,1178.5,33600.0,2.0,0.0199,0.3238,0.3238,0.5447
27.0,60766.0,0.8567,55850.0,1264.0,47290.0,2.0,0.0124,0.1929,0.1966,0.7818
22.0,27976.0,0.7767,38039.0,1093.0,12464.0,2.0,0.0924,0.2747,0.2871,0.6478
33.0,80270.0,0.8839,71158.0,1451.0,66490.0,2.0,0.0016,0.0992,0.0996,0.8727
20.0,27080.0,0.7302,65562.0,1050.0,14664.0,2.0,0.2934,0.2901,0.3151,0.5
20.0,48054.0,0.6559,45893.0,1129.0,35024.0,2.0,0.0565,0.3361,0.3789,0.4201
20.0,40824.0,0.6441,42182.0,1178.5,28650.0,2.0,0.1338,0.3081,0.3517,0.5
21.0,46398.0,0.7318,43633.0,1091.0,34875.0,2.0,0.112,0.333,0.3946,0.5113
21.0,51777.0,0.6372,47643.0,1075.0,38022.0,2.0,0.0256,0.2301,0.2396,0.5041
19.0,26698.0,0.7692,59862.0,959.0,18950.0,2.0,0.5711,0.4465,0.4513,0.5238
27.0,35642.0,0.886,41265.0,1312.0,17264.0,2.0,0.0126,0.1112,0.1121,0.8069
19.0,20151.0,0.6842,75458.0,950.0,13290.0,2.0,0.3784,0.3237,0.3237,0.6465
22.0,45724.0,0.7821,42362.0,1107.0,33800.0,2.0,0.0148,0.2877,0.2903,0.6193
22.0,46543.0,0.7031,46098.0,1119.0,34168.0,2.0,0.1772,0.2966,0.3383,0.686
24.0,42356.0,0.6915,42947.0,1183.0,34900.0,2.0,0.0549,0.2508,0.3404,0.5083
19.0,44370.0,0.6227,46542.0,1178.5,31950.0,2.0,0.1577,0.3808,0.4776,0.4211
32.0,81502.0,0.8656,49308.0,1446.0,62024.0,2.0,0.002,0.0921,0.0921,0.8346
25.0,51618.0,0.8033,61777.0,1282.0,36730.0,2.0,0.0099,0.1933,0.2144,0.7241
29.0,28133.0,0.9339,51608.0,1386.0,12485.0,2.0,0.0634,0.2002,0.2051,0.8801
25.0,28182.0,0.7893,40122.0,1188.0,13352.0,2.0,0.1927,0.2135,0.2196,0.6506
25.0,64069.0,0.8187,58804.0,1239.0,49822.0,2.0,0.0075,0.2584,0.2586,0.6605
23.0,46735.0,0.7852,44063.0,1146.0,34274.0,2.0,0.0386,0.3111,0.3127,0.6941
25.0,42004.0,0.858,47363.0,1214.0,31080.0,2.0,0.0575,0.2149,0.2296,0.7627
25.0,25294.0,0.7522,41380.0,1199.0,12020.0,2.0,0.1131,0.2673,0.2929,0.5485
23.0,46641.0,0.6942,51157.0,1087.0,36816.0,2.0,0.27,0.365,0.3683,0.4811
23.0,44935.0,0.7552,50474.0,1186.0,33235.0,2.0,0.1159,0.2349,0.2562,0.5849
18.0,23450.0,0.7,34725.0,910.0,13250.0,2.0,0.1324,0.6558,0.6598,0.4106
20.0,40582.0,0.6726,46069.0,976.0,29490.0,2.0,0.0717,0.3605,0.3622,0.5097
23.0,55565.0,0.7514,51542.0,1216.0,43106.0,2.0,0.0249,0.2869,0.2938,0.5732
29.0,70687.0,0.8345,52188.0,1364.0,57500.0,2.0,0.0051,0.1941,0.1949,0.7403
21.0,23352.0,0.6433,44273.0,1050.0,10864.0,2.0,0.176,0.3176,0.3453,0.4378
21.0,17235.0,0.5775,44273.0,1090.0,7286.0,2.0,0.092,0.2272,0.298,0.4255
25.0,59338.0,0.837,53053.0,1238.0,45000.0,2.0,0.0759,0.129,0.1293,0.7376
21.0,19194.0,0.784,34327.0,1082.0,10478.0,2.0,0.1088,0.3476,0.3924,0.4897
16.0,31120.0,0.2769,35440.0,1178.5,15060.0,1.0,0.3008,0.5962,0.5962,0.9897
20.0,42458.0,0.5443,50418.0,1023.0,30262.0,2.0,0.2263,0.3836,0.3836,0.3394
21.0,24920.0,0.6429,44929.0,1090.0,8234.0,2.0,0.2087,0.3541,0.3562,0.3528
20.0,17634.0,0.6014,40215.0,1050.0,7405.0,2.0,0.231,0.4183,0.4431,0.314
18.0,29213.0,0.5143,36929.0,998.0,16742.0,2.0,0.2702,0.4626,0.4779,0.1525
20.0,18427.0,0.6384,41682.0,1046.0,7400.0,2.0,0.3366,0.4349,0.4609,0.38
20.0,18714.0,0.5985,40851.0,974.0,5970.0,2.0,0.1836,0.3956,0.4474,0.2685
23.0,37935.0,0.768,41857.0,1147.0,25148.0,2.0,0.0838,0.2803,0.3007,0.5692
24.0,24770.0,0.833,52452.0,1145.0,10234.0,2.0,0.0919,0.2651,0.2701,0.649
22.0,45693.0,0.7119,45563.0,1054.0,32880.0,2.0,0.0566,0.2925,0.2946,0.5405
25.0,46239.0,0.7727,56990.0,1150.0,32744.0,2.0,0.0945,0.2178,0.2178,0.693
26.0,31025.0,0.8795,57496.0,1240.0,9312.0,2.0,0.0759,0.2363,0.2403,0.7606
23.0,46011.0,0.8065,45247.0,1112.0,32640.0,2.0,0.1611,0.3642,0.4583,0.6288
20.0,17907.0,0.5913,42410.0,1078.0,7020.0,2.0,0.3456,0.4091,0.4364,0.3353
20.0,21769.0,0.6826,39143.0,1050.0,8130.0,2.0,0.195,0.379,0.4015,0.3913
26.0,63577.0,0.8494,49827.0,1239.0,47211.0,2.0,0.0389,0.2284,0.2309,0.7219
23.0,53404.0,0.7944,53740.0,1195.0,39540.0,2.0,0.1286,0.2785,0.2805,0.7147
30.0,73969.0,0.8612,61805.0,1366.0,59684.0,2.0,0.0052,0.2061,0.2071,0.7347
18.0,44742.0,0.7765,50470.0,1178.5,33220.0,2.0,0.2164,0.3508,0.3531,0.5185
25.0,25910.0,0.7221,66312.0,1177.0,12122.0,2.0,0.2703,0.2119,0.3107,0.5723
25.0,28827.0,0.8683,57728.0,1116.0,12664.0,2.0,0.3071,0.2245,0.2289,0.7004
23.0,66812.0,0.7686,58810.0,1150.0,52072.0,2.0,0.0953,0.2659,0.2827,0.6613
21.0,21039.0,0.7176,54823.0,1116.0,10806.0,2.0,0.3442,0.3972,0.4498,0.5254
29.0,66047.0,0.8556,85168.0,1326.0,51812.0,2.0,0.0075,0.1686,0.1698,0.7898
22.0,24475.0,0.7106,45536.0,1116.0,11691.0,2.0,0.1401,0.2781,0.398,0.4637
24.0,48823.0,0.7013,49754.0,1178.5,35767.0,2.0,0.0767,0.3386,0.3399,0.5401
28.0,38557.0,0.7761,49308.0,1118.0,27000.0,2.0,0.0332,0.4191,0.4191,0.5
26.0,69353.0,0.7892,56420.0,1269.0,53610.0,2.0,0.0108,0.2756,0.2822,0.6776
26.0,56928.0,0.7765,53383.0,1204.0,42600.0,2.0,0.1637,0.2399,0.2446,0.6768
25.0,60526.0,0.7969,54569.0,1212.0,47130.0,2.0,0.0437,0.3133,0.3371,0.6355
31.0,77740.0,0.9058,84018.0,1405.0,61746.0,2.0,0.0035,0.102,0.1022,0.8653
22.0,48016.0,0.7483,55075.0,1120.0,34665.0,2.0,0.0335,0.3701,0.3847,0.5052
23.0,44265.0,0.7624,46169.0,950.0,33500.0,2.0,0.2935,0.4162,0.4172,0.5602
34.0,77465.0,0.973,109774.0,1546.0,61344.0,2.0,0.011,0.1454,0.1465,0.915
25.0,54458.0,0.7262,48157.0,1075.0,43643.0,2.0,0.2222,0.4226,0.4275,0.6243
26.0,57745.0,0.7587,53481.0,1117.0,42120.0,2.0,0.0709,0.2922,0.3108,0.5412
29.0,72427.0,0.8699,79137.0,1333.0,58965.0,2.0,0.0871,0.2451,0.2469,0.782
27.0,60583.0,0.838,68808.0,1257.0,45376.0,2.0,0.0279,0.1823,0.1829,0.7771
23.0,24149.0,0.7355,49051.0,1069.0,10987.0,2.0,0.113,0.4019,0.4061,0.4573
26.0,48098.0,0.8499,52101.0,1191.0,35670.0,2.0,0.0863,0.191,0.1938,0.7624
24.0,48076.0,0.7865,49498.0,1178.5,36706.0,2.0,0.0417,0.2553,0.3022,0.6965
30.0,76330.0,0.8857,54946.0,1372.0,61760.0,2.0,0.0017,0.199,0.199,0.8161
27.0,45051.0,0.8819,49308.0,1277.0,19990.0,2.0,0.0069,0.0,0.0,0.8096
34.0,81420.0,0.9611,97173.0,1506.0,63628.0,2.0,0.0028,0.1423,0.1423,0.914
21.0,37674.0,0.7919,56117.0,940.0,32558.0,2.0,0.2363,0.3731,0.3782,0.5854
25.0,44986.0,0.8316,60520.0,1180.0,27750.0,2.0,0.2652,0.2272,0.2627,0.6111
21.0,27923.0,0.706,46246.0,1061.0,11320.0,2.0,0.0856,0.3596,0.3773,0.521
21.0,27730.0,0.7929,49783.0,1140.0,11230.0,2.0,0.0759,0.3149,0.3251,0.5636
21.0,45704.0,0.6667,48348.0,1094.0,32284.0,2.0,0.1981,0.3555,0.3574,0.553
32.0,75934.0,0.899,87054.0,1410.0,59368.0,2.0,0.0015,0.0932,0.0934,0.8918
23.0,39882.0,0.8071,44606.0,1121.0,28460.0,2.0,0.3379,0.3249,0.3806,0.6829
32.0,74573.0,0.9085,101864.0,1418.0,59930.0,2.0,0.0048,0.1813,0.1813,0.9119
19.0,26546.0,0.789,39534.0,952.0,11910.0,2.0,0.0634,0.6661,0.6676,0.4468
25.0,59747.0,0.721,51970.0,1150.0,45499.0,2.0,0.0147,0.4187,0.4218,0.6385
22.0,50781.0,0.8252,48478.0,1113.0,38226.0,2.0,0.0944,0.3,0.3124,0.7554
27.0,52125.0,0.86,48759.0,1229.0,39490.0,2.0,0.0192,0.1735,0.1843,0.7825
30.0,71431.0,0.9089,57825.0,1332.0,58205.0,2.0,0.0328,0.2035,0.2057,0.828
21.0,54330.0,0.7095,49045.0,1178.5,35700.0,2.0,0.1502,0.4131,0.4269,0.5413
34.0,83298.0,0.9837,90516.0,1546.0,63452.0,2.0,0.0643,0.1521,0.1614,0.9609
24.0,28611.0,0.7056,55458.0,1071.0,14620.0,2.0,0.049,0.4562,0.4601,0.4165
22.0,28051.0,0.633,55458.0,1158.0,14630.0,2.0,0.0583,0.3674,0.3683,0.3863
24.0,27754.0,0.7641,55458.0,1153.0,14646.0,2.0,0.0302,0.2942,0.2949,0.4832
31.0,35928.0,0.9266,55458.0,1380.0,21080.0,2.0,0.0296,0.1391,0.1664,0.8371
22.0,49275.0,0.7271,42210.0,1150.0,36620.0,2.0,0.127,0.3776,0.3787,0.5877
21.0,34813.0,0.82,40877.0,1178.5,21175.0,2.0,0.1953,0.3325,0.3325,0.4317
28.0,63376.0,0.8575,70715.0,1242.0,49610.0,2.0,0.0341,0.175,0.1807,0.8205
25.0,53487.0,0.84,50512.0,1152.0,39903.0,2.0,0.0245,0.2734,0.2813,0.7615
26.0,65421.0,0.8512,61615.0,1237.0,50312.0,2.0,0.0204,0.1962,0.1992,0.7994
23.0,24328.0,0.8231,48513.0,1060.0,10507.0,2.0,0.0548,0.2898,0.2931,0.6647
34.0,75793.0,0.9604,65818.0,1507.0,59328.0,2.0,0.0036,0.1942,0.1951,0.9372
21.0,50257.0,0.7083,42907.0,1178.5,35450.0,2.0,0.0153,0.3921,0.4003,0.4332
28.0,60556.0,0.817,79126.0,1244.0,44350.0,2.0,0.2312,0.3261,0.3284,0.6756
30.0,73603.0,0.8245,75323.0,1293.0,58016.0,2.0,0.0096,0.1934,0.1962,0.7304
