ACTCMMID,COSTT4_A,RET_FT4,MD_EARN_WNE_INC1_P10,SAT_AVG,TUITIONFEE_IN,OPENADMP,UG25ABV,PCTPELL,PCTPELL_DCS,C150_4
33.0,77650.0,0.9604,89428.0,1454.0,61618.0,2.0,0.0297,0.1156,0.1166,0.9063
26.0,64529.0,0.8293,59533.0,1145.0,50192.0,2.0,0.0043,0.3209,0.322,0.7413
26.0,28335.0,0.8224,56366.0,1165.0,10575.0,2.0,0.0885,0.2452,0.2508,0.7164
23.0,51406.0,0.8218,50403.0,1178.5,38700.0,2.0,0.0456,0.2784,0.3015,0.6216
24.0,56215.0,0.7116,54161.0,1159.0,41112.0,2.0,0.0878,0.3132,0.3276,0.5936
25.0,34433.0,0.7606,55537.0,1122.0,23328.0,2.0,0.0567,0.2492,0.2546,0.6492
34.0,82570.0,0.9865,88912.0,1547.0,65146.0,2.0,0.0122,0.1305,0.1346,0.9499
28.0,65678.0,0.8584,113937.0,1256.0,49329.0,2.0,0.0095,0.1117,0.1118,0.8252
29.0,73779.0,0.8992,76559.0,1334.0,57928.0,2.0,0.0335,0.1378,0.1391,0.8561
28.0,31804.0,0.8476,62424.0,1178.0,15880.0,2.0,0.0562,0.2194,0.2336,0.7159
31.0,77280.0,0.9536,60706.0,1433.0,57505.0,2.0,0.0171,0.1507,0.1507,0.9101
21.0,42810.0,0.7036,43214.0,1072.0,29990.0,2.0,0.1519,0.3541,0.3556,0.437
21.0,37082.0,0.6667,41144.0,1090.0,27820.0,2.0,0.2416,0.4142,0.4591,0.5967
26.0,30468.0,0.7989,50387.0,1239.0,12978.0,2.0,0.0672,0.2064,0.2105,0.6466
30.0,34001.0,0.9239,62688.0,1341.0,15558.0,2.0,0.0266,0.1467,0.1468,0.8532
20.0,44864.0,0.6303,34421.0,1178.5,31764.0,2.0,0.1025,0.3399,0.4772,0.4173
21.0,38781.0,0.6606,39294.0,1074.0,26840.0,2.0,0.1768,0.3204,0.3903,0.7
20.0,53405.0,0.6348,39418.0,1053.0,36710.0,2.0,0.0037,0.4159,0.4205,0.4638
19.0,22683.0,0.6456,41429.0,993.0,11160.0,2.0,0.0728,0.4475,0.5424,0.3923
31.0,69678.0,0.8775,65130.0,1361.0,55772.0,2.0,0.0043,0.1106,0.111,0.8541
21.0,25593.0,0.6637,38811.0,1076.0,11700.0,2.0,0.0478,0.3921,0.3927,0.449
19.0,43485.0,0.689,41954.0,1001.0,29100.0,2.0,0.0598,0.4927,0.4943,0.4947
22.0,38625.0,0.711,41873.0,1178.5,23590.0,2.0,0.0464,0.3037,0.3825,0.5365
23.0,55950.0,0.6837,54020.0,1156.0,41900.0,2.0,0.003,0.2866,0.3031,0.6341
20.0,20783.0,0.6031,42741.0,1080.0,10760.0,2.0,0.1938,0.3747,0.4131,0.4237
29.0,28844.0,0.8962,57143.0,1304.0,12688.0,2.0,0.0318,0.1919,0.195,0.7832
23.0,25333.0,0.7057,43468.0,1105.0,11640.0,2.0,0.0554,0.3043,0.3103,0.4797
17.0,29886.0,0.6806,37060.0,1116.0,11060.0,2.0,0.0911,0.6562,0.6597,0.3436
21.0,24523.0,0.6396,44954.0,1078.0,11583.0,2.0,0.1727,0.4543,0.5033,0.4321
23.0,29729.0,0.6695,47021.0,1106.0,15866.0,2.0,0.0722,0.408,0.4305,0.6093
30.0,67045.0,0.8862,53960.0,1300.0,51530.0,2.0,0.004,0.154,0.154,0.825
25.0,51613.0,0.8197,56716.0,1191.0,37342.0,2.0,0.0338,0.1825,0.1883,0.7553
21.0,20843.0,0.7112,41615.0,1085.0,9000.0,2.0,0.1712,0.202,0.331,0.443
23.0,22651.0,0.7449,46813.0,1141.0,9633.0,2.0,0.1912,0.1778,0.2576,0.4869
22.0,40906.0,0.6886,45884.0,1050.0,31890.0,2.0,0.0857,0.2688,0.3275,0.5337
22.0,44064.0,0.7069,45410.0,1050.0,31500.0,2.0,0.1046,0.1791,0.2857,0.5673
21.0,22455.0,0.7361,41202.0,1087.0,8845.0,2.0,0.0841,0.1332,0.2842,0.508
20.0,37503.0,0.5072,48271.0,998.0,22764.0,2.0,0.3526,0.3755,0.3796,0.2681
27.0,25988.0,0.8282,64226.0,1252.0,10440.0,2.0,0.0461,0.1627,0.1715,0.5589
22.0,22447.0,0.7884,48563.0,1121.0,9299.0,2.0,0.0736,0.1804,0.2053,0.5926
22.0,23178.0,0.8176,48679.0,1122.0,9432.0,2.0,0.1051,0.1931,0.2532,0.5722
21.0,25804.0,0.6552,41803.0,1089.0,8431.0,2.0,0.2369,0.4499,0.5056,0.4324
22.0,21043.0,0.6349,68408.0,1120.0,13078.0,2.0,0.3681,0.5451,0.5586,0.5846
27.0,58305.0,0.8402,56362.0,1269.0,39850.0,2.0,0.0442,0.1678,0.1682,0.7247
18.0,26998.0,0.5573,38447.0,1021.0,17482.0,2.0,0.3488,0.3407,0.4949,0.4499
22.0,43885.0,0.6751,44752.0,1112.0,33000.0,2.0,0.0389,0.3976,0.421,0.5624
22.0,45249.0,0.7122,49619.0,1150.0,35520.0,2.0,0.0977,0.3649,0.3822,0.5982
26.0,51502.0,0.8407,52467.0,1275.0,37152.0,2.0,0.0945,0.2256,0.2261,0.693
23.0,24278.0,0.7189,41334.0,1114.0,9674.0,2.0,0.1642,0.3795,0.4008,0.5514
23.0,39142.0,0.7924,45353.0,1200.0,23578.0,2.0,0.0372,0.5274,0.5274,0.561
24.0,35735.0,0.9241,46267.0,1147.0,24300.0,2.0,0.0284,0.2354,0.3032,0.6975
22.0,30442.0,0.766,37151.0,1084.0,19274.0,2.0,0.1353,0.4176,0.4323,0.6565
21.0,44974.0,0.6813,48718.0,1178.5,33784.0,2.0,0.3879,0.4226,0.4442,0.4633
15.0,18458.0,0.6308,32064.0,1178.5,12076.0,2.0,0.3344,0.7684,0.7684,0.1809
24.0,32673.0,0.7942,39737.0,1174.0,21730.0,2.0,0.1841,0.2995,0.3467,0.6285
22.0,37976.0,0.7743,45909.0,1060.0,25180.0,2.0,0.1961,0.3969,0.4216,0.5085
21.0,26042.0,0.6636,31759.0,1091.0,10200.0,2.0,0.0481,0.3862,0.444,0.3028
24.0,52089.0,0.6642,44556.0,1143.0,37758.0,2.0,0.0392,0.369,0.3959,0.5327
23.0,21922.0,0.7606,45912.0,1120.0,9232.0,2.0,0.1497,0.3386,0.3566,0.5459
30.0,66266.0,0.9088,58357.0,1385.0,52310.0,2.0,0.0068,0.1361,0.1383,0.8501
29.0,66480.0,0.8882,59181.0,1357.0,51146.0,2.0,0.0035,0.1499,0.1507,0.8148
21.0,35673.0,0.7527,41979.0,1086.0,27350.0,2.0,0.1417,0.4261,0.4274,0.5
23.0,23504.0,0.7253,47404.0,1147.0,9848.0,2.0,0.0961,0.3321,0.3336,0.5235
28.0,32658.0,0.8859,55413.0,1299.0,13244.0,2.0,0.0482,0.2236,0.2245,0.7258
22.0,21744.0,0.7111,40706.0,1121.0,9912.0,2.0,0.1135,0.3659,0.4634,0.5263
22.0,42041.0,0.5528,39321.0,1044.0,27208.0,2.0,0.2115,0.4676,0.5433,0.3395
27.0,56891.0,0.8444,49813.0,1281.0,36880.0,2.0,0.2158,0.2619,0.2822,0.6657
35.0,79538.0,0.9643,84603.0,1546.0,60348.0,2.0,0.0021,0.1664,0.1664,0.9277
25.0,55221.0,0.7851,46572.0,1172.0,40500.0,2.0,0.0182,0.2361,0.2361,0.6032
21.0,21174.0,0.7324,45070.0,1038.0,8186.0,2.0,0.0638,0.2795,0.4671,0.4077
26.0,57746.0,0.8445,61375.0,1243.0,44950.0,2.0,0.0066,0.3102,0.3113,0.7304
29.0,68535.0,0.9041,61315.0,1347.0,51738.0,2.0,0.0206,0.1419,0.1427,0.8143
20.0,49494.0,0.6769,53643.0,1060.0,35620.0,2.0,0.356,0.3519,0.3519,0.3889
22.0,23200.0,0.6285,48356.0,1090.0,9748.0,2.0,0.1542,0.3889,0.3918,0.3507
23.0,46367.0,0.6215,47965.0,1095.0,35310.0,2.0,0.1118,0.2507,0.283,0.5662
28.0,63310.0,0.7731,54565.0,1277.0,48000.0,2.0,0.018,0.284,0.2849,0.7197
21.0,21204.0,0.6267,42301.0,999.0,7930.0,2.0,0.3296,0.511,0.5142,0.2995
21.0,22475.0,0.6503,47068.0,1050.0,10026.0,2.0,0.29,0.4002,0.4038,0.4273
21.0,45285.0,0.6392,52804.0,1093.0,31686.0,2.0,0.0549,0.3882,0.3925,0.5791
25.0,46360.0,0.6913,53986.0,1147.0,36750.0,2.0,0.1522,0.5212,0.5231,0.4931
20.0,28856.0,0.6654,57784.0,1082.0,7698.0,2.0,0.4289,0.4395,0.4395,0.5374
26.0,24130.0,0.8453,60328.0,1241.0,9699.0,2.0,0.13,0.4104,0.4216,0.6308
17.0,25026.0,0.6871,41453.0,930.0,14703.0,2.0,0.3592,0.6105,0.6224,0.3172
20.0,45505.0,0.6999,49893.0,1020.0,34400.0,2.0,0.2615,0.4305,0.4361,0.5322
20.0,21570.0,0.5937,46359.0,936.0,8690.0,2.0,0.255,0.4313,0.4613,0.377
18.0,16313.0,0.7909,45780.0,1006.0,7846.0,2.0,0.1437,0.6308,0.6842,0.4945
26.0,47233.0,0.7707,47344.0,1239.0,34470.0,2.0,0.1157,0.1652,0.3044,0.6692
23.0,38261.0,0.7143,51297.0,1068.0,26300.0,2.0,0.1299,0.3159,0.3451,0.4875
22.0,45330.0,0.6446,51945.0,1100.0,31950.0,2.0,0.1011,0.3923,0.3976,0.4987
24.0,42284.0,0.6433,43120.0,1138.0,30422.0,2.0,0.1804,0.5289,0.5417,0.3732
23.0,24696.0,0.8023,54441.0,1127.0,11140.0,2.0,0.152,0.3523,0.3535,0.5892
19.0,40626.0,0.5703,45129.0,1178.5,31124.0,1.0,0.1709,0.5727,0.5867,0.385
19.0,25775.0,0.7326,43214.0,957.0,11299.0,2.0,0.0701,0.6593,0.6593,0.4147
35.0,71745.0,0.981,93158.0,1546.0,54960.0,2.0,0.004,0.1662,0.1665,0.9363
21.0,42639.0,0.711,56911.0,1171.0,32484.0,2.0,0.3142,0.3603,0.3692,0.6581
21.0,23962.0,0.7389,50967.0,1056.0,8960.0,2.0,0.1623,0.3985,0.3985,0.5609
21.0,45167.0,0.6175,49336.0,1178.5,35614.0,2.0,0.1042,0.355,0.3733,0.4983
33.0,79885.0,0.9024,71557.0,1444.0,61980.0,2.0,0.0195,0.1158,0.116,0.8231
20.0,31917.0,0.7664,44878.0,1015.0,17782.0,2.0,0.2008,0.529,0.5466,0.4167
28.0,61668.0,0.7938,55750.0,1262.0,48650.0,2.0,0.0266,0.2467,0.2473,0.7158
21.0,24402.0,0.7316,45699.0,1067.0,10600.0,2.0,0.1151,0.3806,0.4144,0.5307
22.0,25797.0,0.8007,54343.0,1090.0,11135.0,2.0,0.1179,0.363,0.363,0.5586
21.0,34060.0,0.7923,52487.0,1020.0,24060.0,2.0,0.1516,0.4212,0.5123,0.4701
16.0,22434.0,0.4896,39291.0,972.0,7649.0,2.0,0.2966,0.5535,0.5552,0.2607
20.0,22286.0,0.7046,50553.0,1061.0,7848.0,2.0,0.1976,0.381,0.381,0.4581
19.0,22081.0,0.635,48649.0,1130.0,9892.0,2.0,0.1239,0.5272,0.5638,0.4404
28.0,31451.0,0.9455,68051.0,1281.0,13239.0,2.0,0.0209,0.197,0.1995,0.8354
23.0,24530.0,0.7411,58919.0,1112.0,11727.0,2.0,0.3753,0.368,0.3714,0.5348
30.0,29361.0,0.953,70400.0,1373.0,11698.0,2.0,0.0226,0.2442,0.2467,0.8779
22.0,22535.0,0.6074,52683.0,1114.0,9855.0,2.0,0.2509,0.3493,0.3717,0.4405
29.0,71425.0,0.9174,62890.0,1307.0,53980.0,2.0,0.0339,0.1231,0.1232,0.8372
20.0,22113.0,0.6623,53037.0,1011.0,9234.0,2.0,0.3191,0.308,0.3604,0.3975
22.0,21660.0,0.804,54294.0,1111.0,8945.0,2.0,0.1588,0.4327,0.4374,0.5351
17.0,24679.0,0.5495,36840.0,922.0,9173.0,2.0,0.1877,0.6954,0.6954,0.2625
26.0,27249.0,0.8571,57735.0,1198.0,11852.0,2.0,0.0691,0.2525,0.2581,0.6375
19.0,43598.0,0.5552,49123.0,1025.0,36128.0,2.0,0.1437,0.4237,0.5179,0.3256
21.0,20019.0,0.7327,53072.0,1041.0,8311.0,2.0,0.2321,0.379,0.432,0.482
31.0,63684.0,0.9109,62912.0,1390.0,49264.0,2.0,0.0091,0.1591,0.1602,0.7576
21.0,22672.0,0.6809,49205.0,1050.0,9101.0,2.0,0.2128,0.4639,0.4678,0.4502
29.0,19819.0,0.8977,82955.0,1376.0,6304.0,2.0,0.0712,0.3239,0.3239,0.7865
24.0,21369.0,0.5266,58371.0,1126.0,6250.0,2.0,0.2198,0.1549,0.1566,0.6637
23.0,19869.0,0.7102,48982.0,1116.0,6770.0,2.0,0.2438,0.2562,0.3344,0.5792
25.0,20770.0,0.7448,52966.0,1187.0,9228.0,2.0,0.1396,0.2724,0.3221,0.5439
26.0,18891.0,0.8457,66238.0,1236.0,9315.0,2.0,0.1548,0.2147,0.2232,0.6455
27.0,54750.0,0.7515,65140.0,1247.0,40352.0,2.0,0.1218,0.2573,0.2604,0.6454
19.0,25878.0,0.6632,47483.0,1102.0,13078.0,2.0,0.1101,0.333,0.3592,0.5401
33.0,78820.0,0.9544,82309.0,1502.0,62460.0,2.0,0.0028,0.1487,0.1498,0.9354
31.0,35179.0,0.8874,56618.0,1358.0,18890.0,2.0,0.0431,0.137,0.1437,0.7576
20.0,50240.0,0.6256,41727.0,1026.0,37790.0,2.0,0.2038,0.4174,0.425,0.4599
25.0,53800.0,0.7538,48122.0,1127.0,39800.0,2.0,0.0091,0.3062,0.3065,0.5783
33.0,40624.0,0.9536,67508.0,1465.0,23970.0,2.0,0.0141,0.1275,0.1279,0.9095
26.0,29448.0,0.7008,38240.0,1150.0,19680.0,2.0,0.5538,0.4986,0.53,0.5458
27.0,31162.0,0.8577,56274.0,1199.0,15425.0,2.0,0.0123,0.144,0.1443,0.7608
30.0,53834.0,0.7923,49347.0,1178.5,40990.0,2.0,0.12,0.3069,0.321,0.6261
21.0,52268.0,0.5777,39552.0,1010.0,38320.0,2.0,0.0232,0.5098,0.5158,0.2816
28.0,26268.0,0.8525,77805.0,1255.0,13401.0,2.0,0.1833,0.2965,0.3026,0.7059
24.0,66868.0,0.8063,58783.0,1182.0,50740.0,2.0,0.0035,0.1998,0.1998,0.7527
27.0,29043.0,0.8921,62471.0,1241.0,13092.0,2.0,0.0301,0.1427,0.145,0.8115
20.0,31501.0,0.7617,47043.0,1116.0,14840.0,2.0,0.0525,0.2556,0.2784,0.6656
29.0,29268.0,0.8347,57246.0,1260.0,14234.0,2.0,0.106,0.2025,0.2045,0.6877
18.0,26039.0,0.6985,40922.0,949.0,9622.0,2.0,0.1555,0.629,0.6305,0.3986
24.0,26060.0,0.7395,52667.0,1172.0,11220.0,2.0,0.2594,0.3695,0.3745,0.4826
21.0,25873.0,0.6835,50020.0,1057.0,11916.0,2.0,0.0926,0.3607,0.3649,0.5396
25.0,42574.0,0.6715,42346.0,1108.0,27930.0,2.0,0.0207,0.39,0.3958,0.4973
25.0,65345.0,0.7355,51344.0,1172.0,35350.0,2.0,0.022,0.2571,0.2571,0.7134
22.0,31394.0,0.6694,50974.0,1089.0,19108.0,2.0,0.1624,0.4554,0.4995,0.4608
25.0,40846.0,0.6215,47007.0,1232.0,23590.0,2.0,0.031,0.3451,0.3451,0.6119
22.0,23546.0,0.6972,41070.0,1068.0,11498.0,2.0,0.3903,0.3363,0.5899,0.4494
29.0,28064.0,0.9095,74427.0,1337.0,14586.0,2.0,0.0168,0.1499,0.1502,0.8642
25.0,33388.0,0.8478,57232.0,1170.0,15828.0,2.0,0.0996,0.2983,0.305,0.6451
34.0,36314.0,0.9694,77350.0,1487.0,20342.0,2.0,0.0405,0.1354,0.1375,0.9522
25.0,33182.0,0.8169,72846.0,1201.0,19914.0,2.0,0.0006,0.1531,0.1531,0.7687
18.0,23673.0,0.7306,44363.0,910.0,9654.0,2.0,0.0913,0.6843,0.6843,0.379
16.0,29361.0,0.5361,34181.0,900.0,14305.0,2.0,0.1496,0.5559,0.6088,0.3913
29.0,50638.0,0.6862,49609.0,1278.0,36910.0,2.0,0.108,0.332,0.3462,0.4399
34.0,80300.0,0.9752,99795.0,1499.0,61750.0,2.0,0.0011,0.1039,0.1039,0.9483
23.0,24688.0,0.6538,42328.0,1131.0,8750.0,2.0,0.4246,0.4535,0.4607,0.4109
29.0,66149.0,0.926,69017.0,1329.0,50735.0,2.0,0.0146,0.1424,0.1431,0.8809
28.0,45835.0,0.8077,50749.0,1198.0,35000.0,2.0,0.099,0.2841,0.2919,0.6751
25.0,60866.0,0.7795,66702.0,1338.0,50928.0,2.0,0.0733,0.3409,0.3471,0.7179
29.0,73002.0,0.7873,66626.0,1301.0,57626.0,2.0,0.0198,0.1779,0.1779,0.7611
21.0,54442.0,0.7014,59279.0,1090.0,42220.0,2.0,0.1826,0.3888,0.3976,0.6017
24.0,51895.0,0.7896,59523.0,1205.0,37158.0,2.0,0.0648,0.3383,0.342,0.654
28.0,66095.0,0.818,73201.0,1269.0,51324.0,2.0,0.0639,0.2027,0.203,0.7434
26.0,26158.0,0.7736,61710.0,1257.0,8967.0,2.0,0.0832,0.2187,0.2201,0.6534
31.0,71982.0,0.8826,68347.0,1416.0,58622.0,2.0,0.0173,0.1373,0.1391,0.9037
25.0,63427.0,0.7782,51070.0,1207.0,48990.0,2.0,0.0299,0.298,0.3,0.7568
21.0,44217.0,0.5687,38112.0,991.0,31500.0,2.0,0.0787,0.5147,0.5369,0.3385
23.0,28102.0,0.7647,49308.0,1088.0,17050.0,2.0,0.1927,0.4427,0.509,0.5854
20.0,18445.0,0.578,32166.0,999.0,9840.0,2.0,0.2312,0.458,0.4663,0.3521
21.0,18362.0,0.5564,38783.0,1007.0,9100.0,2.0,0.1139,0.4513,0.4654,0.403
20.0,17238.0,0.629,40733.0,973.0,8008.0,2.0,0.158,0.353,0.3959,0.4639
22.0,20327.0,0.7446,42688.0,1116.0,8604.0,2.0,0.1163,0.4008,0.4472,0.4973
23.0,18205.0,0.7039,46457.0,1064.0,8282.0,2.0,0.1294,0.3084,0.329,0.4785
21.0,22394.0,0.7088,39879.0,995.0,8716.0,2.0,0.0666,0.3067,0.3649,0.6124
22.0,18060.0,0.5638,48196.0,1050.0,7848.0,2.0,0.0611,0.2713,0.3959,0.3378
21.0,47149.0,0.6689,42903.0,1067.0,32976.0,2.0,0.0204,0.3656,0.3671,0.5349
24.0,22810.0,0.7899,48196.0,1116.0,9360.0,2.0,0.0435,0.2172,0.2272,0.6212
20.0,41602.0,0.7162,55675.0,1178.5,28290.0,2.0,0.1068,0.3242,0.3559,0.704
22.0,30905.0,0.8158,78275.0,1178.5,21900.0,2.0,0.1712,0.1615,0.2312,0.7568
26.0,66936.0,0.8241,46249.0,1306.0,56312.0,2.0,0.0129,0.3056,0.3232,0.712
20.0,45740.0,0.6346,48500.0,980.0,35444.0,2.0,0.1802,0.2702,0.3937,0.5152
25.0,48464.0,0.7478,49961.0,1212.0,36190.0,2.0,0.0468,0.2271,0.234,0.6702
24.0,46744.0,0.7384,47599.0,1160.0,34500.0,2.0,0.0201,0.271,0.2729,0.6468
23.0,47970.0,0.7755,45988.0,1150.0,33062.0,2.0,0.185,0.2327,0.258,0.6639
30.0,65910.0,0.875,59769.0,1358.0,53979.0,2.0,0.0027,0.2259,0.2282,0.7802
24.0,29409.0,0.7563,42440.0,1117.0,18810.0,2.0,0.0978,0.3973,0.5762,0.5596
21.0,39345.0,0.6514,44426.0,1050.0,30000.0,2.0,0.1828,0.4186,0.4186,0.5131
28.0,61926.0,0.8947,71106.0,1302.0,46670.0,2.0,0.0119,0.1953,0.2004,0.8252
27.0,57411.0,0.8176,81630.0,1178.5,46506.0,2.0,0.0932,0.2296,0.2306,0.7104
19.0,46622.0,0.6526,44826.0,1050.0,33390.0,2.0,0.1425,0.5992,0.658,0.6017
24.0,53032.0,0.7419,42675.0,1129.0,41237.0,2.0,0.049,0.3653,0.3731,0.5419
24.0,59356.0,0.7611,51014.0,1178.5,49600.0,2.0,0.0074,0.3543,0.3624,0.5613
27.0,54466.0,0.8185,50835.0,1178.0,43204.0,2.0,0.0077,0.1669,0.1688,0.7153
23.0,42691.0,0.7586,50791.0,1188.0,31150.0,2.0,0.2536,0.221,0.2238,0.6077
21.0,18326.0,0.7426,51094.0,1090.0,7864.0,2.0,0.0968,0.2527,0.265,0.6166
24.0,20478.0,0.8007,53291.0,1190.0,8914.0,2.0,0.0392,0.1951,0.1998,0.6528
22.0,17641.0,0.6885,50802.0,1090.0,7873.0,2.0,0.1872,0.2224,0.318,0.5231
24.0,17946.0,0.843,55354.0,1190.0,9232.0,2.0,0.0223,0.1589,0.1619,0.6979
25.0,45903.0,0.7482,48682.0,1181.0,33762.0,2.0,0.0417,0.2454,0.2592,0.6711
21.0,18642.0,0.6782,49889.0,1050.0,7795.0,2.0,0.0865,0.1709,0.2627,0.5757
21.0,15328.0,0.7133,47628.0,1090.0,7466.0,2.0,0.2,0.3432,0.356,0.4006
23.0,20440.0,0.719,53599.0,1120.0,9663.0,2.0,0.1384,0.2335,0.239,0.5192
21.0,18487.0,0.6647,46981.0,1050.0,8167.0,2.0,0.2868,0.3203,0.3402,0.4016
29.0,27100.0,0.9433,66099.0,1374.0,10796.0,2.0,0.0363,0.1495,0.1542,0.8923
22.0,21812.0,0.718,50717.0,1090.0,9620.0,2.0,0.1663,0.2916,0.3089,0.4787
23.0,19916.0,0.7798,51819.0,1150.0,7862.0,2.0,0.0884,0.2175,0.2226,0.6107
22.0,18312.0,0.7286,49618.0,1090.0,8135.0,2.0,0.0746,0.2225,0.2347,0.5908
22.0,18407.0,0.7534,49935.0,1120.0,8376.0,2.0,0.0875,0.2894,0.3051,0.5602
17.0,16096.0,0.663,37795.0,911.0,5235.0,2.0,0.2533,0.4585,0.4737,0.273
35.0,78898.0,0.9831,122170.0,1553.0,58416.0,2.0,0.0157,0.188,0.188,0.9511
30.0,22508.0,0.9047,66974.0,1354.0,9992.0,2.0,0.0267,0.1412,0.1417,0.8304
28.0,51688.0,0.7395,44002.0,1383.0,37090.0,2.0,0.0842,0.2962,0.2962,0.7164
26.0,22236.0,0.75,51026.0,1236.0,6916.0,2.0,0.0554,0.2975,0.2975,0.6261
26.0,51096.0,0.9254,56799.0,1350.0,35544.0,2.0,0.0069,0.1908,0.1908,0.875
22.0,24084.0,0.8333,54906.0,1178.5,11691.0,2.0,0.519,0.4259,0.451,1.0
22.0,17054.0,0.8079,53976.0,1114.0,6118.0,2.0,0.1003,0.2957,0.303,0.5853
23.0,20033.0,0.7584,66740.0,1110.0,16640.0,2.0,0.0893,0.5031,0.5109,0.5992
25.0,20905.0,0.7923,66740.0,1180.0,16640.0,2.0,0.0996,0.3678,0.3794,0.5893
25.0,25463.0,0.8101,66740.0,1116.0,16650.0,2.0,0.0703,0.4898,0.5028,0.6356
25.0,25731.0,0.7886,57728.0,1116.0,11628.0,2.0,0.2845,0.2902,0.2922,0.5833
35.0,79024.0,0.989,49308.0,1533.0,60766.0,2.0,0.0026,0.1257,0.133,0.9367
28.0,48239.0,0.6875,77463.0,1301.0,36100.0,2.0,0.1705,0.2327,0.2347,0.601
20.0,17493.0,0.6695,45188.0,1116.0,4458.0,2.0,0.1946,0.5109,0.5391,0.1966
19.0,31386.0,0.8333,49308.0,1120.0,20000.0,2.0,0.5574,0.4444,0.4463,0.24
30.0,45051.0,0.883,49308.0,1356.0,28425.0,2.0,0.0207,0.0,0.0,0.6471
27.0,58199.0,0.7143,62227.0,1302.0,21690.0,2.0,0.0156,0.2266,0.2451,0.5625
26.0,26219.0,0.6316,63838.0,1190.0,13464.0,2.0,0.0464,0.37,0.3788,0.5862
20.0,22127.0,0.7158,46627.0,954.0,9548.0,2.0,0.3695,0.4914,0.5048,0.314
14.0,28538.0,0.6111,49308.0,1178.5,16398.0,2.0,0.5215,0.5337,0.5337,0.2857
22.0,47306.0,0.8381,49308.0,1066.0,28000.0,2.0,0.0719,0.3836,0.3836,0.7297
19.0,23005.0,0.7624,66740.0,1118.0,16650.0,2.0,0.0497,0.4742,0.4816,0.6219
25.0,21924.0,0.7279,43412.0,1105.0,8122.0,2.0,0.142,0.3785,0.405,0.5013
22.0,19127.0,0.6122,37781.0,1020.0,3958.0,2.0,0.2746,0.4187,0.4631,0.2382
23.0,17892.0,0.7224,47076.0,1083.0,4995.0,2.0,0.0955,0.2792,0.3066,0.3856
29.0,20179.0,0.7906,46627.0,1292.0,4940.0,2.0,0.0521,0.3153,0.3172,0.4728
23.0,49593.0,0.7333,49308.0,1178.5,37143.0,2.0,0.1579,0.7293,0.7293,0.25
29.0,17518.0,0.9173,68870.0,1331.0,3876.0,2.0,0.3427,0.2065,0.2366,0.7871
18.0,20965.0,0.6804,46627.0,1047.0,9518.0,2.0,0.3655,0.5024,0.5132,0.4397
24.0,36067.0,0.8,49308.0,1133.0,20572.0,2.0,0.3471,0.2066,0.2066,0.5333
23.0,24808.0,0.7455,55508.0,1133.0,5786.0,2.0,0.14,0.3604,0.372,0.4642
25.0,47587.0,0.7226,43398.0,1190.0,37550.0,2.0,0.0735,0.2674,0.274,0.634
23.0,15746.0,0.6394,42705.0,1055.0,8174.0,2.0,0.2096,0.2946,0.3705,0.4435
25.0,45051.0,0.8182,49308.0,1178.5,9910.0,2.0,0.2984,0.0,0.0,0.3196
